date,category,region,vendor_id,stock_level_pct,reorder_point_pct,stockout_risk,procurement_cost_index,demand_forecast_units,supply_gap_units,inventory_turnover_ratio,stock_shortage_incidents
2024-03-31,FMCG-Home Care,Kolkata,Vendor_B,29.9,33.5,0.106,1.167,23700,0,7.24,0
2024-03-31,FMCG-Home Care,Chennai,Vendor_N,23.2,35.5,0.346,0.875,13294,0,5.72,1
2024-03-31,FMCG-Health,Kolkata,Vendor_E,31.1,35.6,0.125,1.159,34174,1923,7.5,0
2024-03-31,FMCG-Health,Pune,Vendor_D,36.4,35.2,0.0,1.121,21215,0,5.38,0
2024-03-31,FMCG-Health,Hyderabad,Vendor_D,92.0,28.3,0.0,0.875,37710,0,7.85,0
2024-03-31,FMCG-Health,Mumbai,Vendor_E,41.9,38.8,0.0,1.258,24440,0,7.57,0
2024-04-03,FMCG-Food,Hyderabad,Vendor_A,41.2,28.0,0.0,1.022,41053,0,6.31,0
2024-04-03,FMCG-Food,Ahmedabad,Vendor_L,43.1,38.1,0.0,1.001,25888,0,2.89,0
2024-04-03,FMCG-Food,Pune,Vendor_E,39.8,37.0,0.0,1.115,47353,4922,6.43,0
2024-04-03,FMCG-Food,Bangalore,Vendor_A,47.2,25.1,0.0,0.883,6993,0,3.5,0
2024-04-03,FMCG-Beverage,Hyderabad,Vendor_G,85.6,29.0,0.0,0.869,14300,3049,5.8,0
2024-04-03,FMCG-Beverage,Kolkata,Vendor_G,56.8,29.8,0.0,1.12,18793,0,4.72,0
2024-04-03,FMCG-Beverage,Bangalore,Vendor_H,66.5,30.6,0.0,1.151,44236,0,3.4,0
2024-04-03,FMCG-Beverage,Chennai,Vendor_M,66.8,36.6,0.0,1.08,17943,613,3.96,0
2024-04-03,FMCG-Personal Care,Delhi,Vendor_H,29.5,33.0,0.105,1.043,41998,1280,7.94,0
2024-04-03,FMCG-Personal Care,Pune,Vendor_A,75.3,26.4,0.0,0.914,24511,0,4.9,0
2024-04-03,FMCG-Personal Care,Chennai,Vendor_O,81.4,32.9,0.0,1.005,15396,0,6.21,0
2024-04-03,FMCG-Personal Care,Bangalore,Vendor_A,40.5,36.1,0.0,1.105,11995,4198,6.03,0
2024-04-03,FMCG-Home Care,Pune,Vendor_D,65.8,28.7,0.0,0.887,41933,799,4.44,0
2024-04-03,FMCG-Home Care,Ahmedabad,Vendor_G,52.7,37.4,0.0,1.214,24144,0,4.6,0
2024-04-03,FMCG-Home Care,Kolkata,Vendor_H,38.5,36.8,0.0,1.06,39430,3705,5.25,0
2024-04-03,FMCG-Home Care,Bangalore,Vendor_G,55.1,36.0,0.0,1.116,8434,2617,5.39,0
2024-04-03,FMCG-Health,Bangalore,Vendor_M,31.4,39.7,0.209,1.232,24716,0,3.91,3
2024-04-03,FMCG-Health,Hyderabad,Vendor_K,72.1,32.0,0.0,1.105,34435,0,4.18,0
2024-04-03,FMCG-Health,Kolkata,Vendor_G,84.2,35.8,0.0,0.957,15898,0,4.74,0
2024-04-03,FMCG-Health,Mumbai,Vendor_D,61.1,25.1,0.0,1.174,32527,0,4.19,0
2024-04-06,FMCG-Food,Delhi,Vendor_F,88.2,25.7,0.0,1.202,30669,3496,5.65,0
2024-04-06,FMCG-Food,Ahmedabad,Vendor_M,54.9,29.8,0.0,0.918,9284,2093,4.59,0
2024-04-06,FMCG-Food,Chennai,Vendor_G,28.5,34.6,0.176,1.147,33151,776,4.75,0
2024-04-06,FMCG-Food,Mumbai,Vendor_B,67.6,32.4,0.0,1.247,37763,0,3.19,0
2024-04-06,FMCG-Beverage,Kolkata,Vendor_B,43.7,29.5,0.0,1.258,14539,1123,8.39,0
2024-04-06,FMCG-Beverage,Chennai,Vendor_F,30.3,27.2,0.0,1.252,10656,621,5.24,0
2024-04-06,FMCG-Beverage,Ahmedabad,Vendor_D,46.2,38.5,0.0,1.011,11676,509,7.82,0
2024-04-06,FMCG-Beverage,Bangalore,Vendor_B,50.3,37.6,0.0,1.23,51196,3992,5.97,0
2024-04-06,FMCG-Personal Care,Bangalore,Vendor_K,71.3,36.0,0.0,1.173,28914,494,4.22,0
2024-04-06,FMCG-Personal Care,Mumbai,Vendor_L,61.7,34.2,0.0,1.127,29039,0,5.97,0
2024-04-06,FMCG-Personal Care,Ahmedabad,Vendor_F,87.9,29.7,0.0,1.014,19215,0,5.45,0
2024-04-06,FMCG-Personal Care,Kolkata,Vendor_D,37.7,30.8,0.0,1.115,37669,2945,7.52,0
2024-04-06,FMCG-Home Care,Delhi,Vendor_D,55.7,39.7,0.0,0.865,21135,1367,5.29,0
2024-04-06,FMCG-Home Care,Mumbai,Vendor_G,35.7,34.9,0.0,0.899,31991,0,6.07,0
2024-04-06,FMCG-Home Care,Bangalore,Vendor_K,49.7,28.5,0.0,1.234,37860,0,4.77,0
2024-04-06,FMCG-Home Care,Hyderabad,Vendor_C,48.9,39.8,0.0,1.028,33509,50,6.67,0
2024-04-06,FMCG-Health,Mumbai,Vendor_B,30.7,33.4,0.082,1.216,50410,1232,7.25,2
2024-04-06,FMCG-Health,Chennai,Vendor_O,73.0,39.9,0.0,1.121,33647,3621,4.27,0
2024-04-06,FMCG-Health,Delhi,Vendor_F,23.2,28.4,0.185,1.239,37230,0,2.81,0
2024-04-06,FMCG-Health,Hyderabad,Vendor_F,69.1,39.9,0.0,1.184,45231,993,5.41,0
2024-04-09,FMCG-Food,Chennai,Vendor_M,62.0,29.0,0.0,1.221,48740,2000,4.01,0
2024-04-09,FMCG-Food,Kolkata,Vendor_D,94.4,36.5,0.0,1.168,49820,2329,6.16,0
2024-04-09,FMCG-Food,Bangalore,Vendor_B,53.4,31.5,0.0,1.265,37099,0,6.26,0
2024-04-09,FMCG-Food,Delhi,Vendor_E,47.7,35.2,0.0,0.913,8449,0,3.84,0
2024-04-09,FMCG-Beverage,Mumbai,Vendor_A,51.4,31.2,0.0,1.185,20648,0,6.69,0
2024-04-09,FMCG-Beverage,Pune,Vendor_H,35.5,34.4,0.0,1.25,43709,833,3.4,0
2024-04-09,FMCG-Beverage,Kolkata,Vendor_N,86.1,29.6,0.0,1.208,48335,2179,4.74,0
2024-04-09,FMCG-Beverage,Ahmedabad,Vendor_D,73.7,39.9,0.0,1.21,45427,3739,5.05,0
2024-04-09,FMCG-Personal Care,Chennai,Vendor_D,36.0,26.2,0.0,1.118,43702,1628,7.05,0
2024-04-09,FMCG-Personal Care,Pune,Vendor_B,67.2,25.4,0.0,1.11,27017,1643,7.26,0
2024-04-09,FMCG-Personal Care,Mumbai,Vendor_B,84.0,32.0,0.0,1.013,26966,3853,4.22,0
2024-04-09,FMCG-Personal Care,Ahmedabad,Vendor_I,59.8,34.6,0.0,1.143,44131,0,3.36,0
2024-04-09,FMCG-Home Care,Chennai,Vendor_A,33.0,39.2,0.158,1.013,12410,2378,8.25,2
2024-04-09,FMCG-Home Care,Pune,Vendor_D,53.1,38.8,0.0,1.067,10717,2478,4.0,0
2024-04-09,FMCG-Home Care,Ahmedabad,Vendor_J,81.2,33.1,0.0,1.1,44370,0,6.78,0
2024-04-09,FMCG-Home Care,Delhi,Vendor_J,38.1,28.3,0.0,1.183,11221,0,5.43,0
2024-04-09,FMCG-Health,Delhi,Vendor_K,69.0,36.7,0.0,1.212,50062,0,3.42,0
2024-04-09,FMCG-Health,Ahmedabad,Vendor_G,74.6,27.6,0.0,1.164,30739,0,5.44,0
2024-04-09,FMCG-Health,Hyderabad,Vendor_J,83.8,32.0,0.0,1.097,41341,0,3.5,0
2024-04-09,FMCG-Health,Chennai,Vendor_E,24.9,25.2,0.008,1.234,20271,2451,8.35,0
2024-04-12,FMCG-Food,Kolkata,Vendor_L,83.8,37.2,0.0,1.041,48815,0,5.09,0
2024-04-12,FMCG-Food,Delhi,Vendor_A,71.7,27.0,0.0,1.234,36541,2912,7.52,0
2024-04-12,FMCG-Food,Ahmedabad,Vendor_K,32.5,35.8,0.092,0.895,22455,4150,7.14,1
2024-04-12,FMCG-Food,Bangalore,Vendor_B,87.1,37.6,0.0,1.157,42292,672,4.45,0
2024-04-12,FMCG-Beverage,Pune,Vendor_D,38.4,31.7,0.0,1.071,17596,0,6.97,0
2024-04-12,FMCG-Beverage,Chennai,Vendor_A,59.3,34.4,0.0,1.032,45475,804,3.27,0
2024-04-12,FMCG-Beverage,Delhi,Vendor_K,30.5,38.7,0.213,1.134,49641,2204,7.16,0
2024-04-12,FMCG-Beverage,Kolkata,Vendor_K,93.4,32.7,0.0,0.911,10593,0,5.86,0
2024-04-12,FMCG-Personal Care,Chennai,Vendor_E,94.6,28.9,0.0,1.182,16588,0,8.3,0
2024-04-12,FMCG-Personal Care,Hyderabad,Vendor_O,46.5,28.3,0.0,0.904,29610,0,2.72,0
2024-04-12,FMCG-Personal Care,Mumbai,Vendor_J,45.0,37.0,0.0,0.875,14778,0,6.99,0
2024-04-12,FMCG-Personal Care,Pune,Vendor_G,39.7,36.7,0.0,1.255,48205,1641,2.91,0
2024-04-12,FMCG-Home Care,Bangalore,Vendor_B,59.6,33.6,0.0,1.063,42262,1993,4.24,0
2024-04-12,FMCG-Home Care,Ahmedabad,Vendor_H,34.5,30.2,0.0,0.891,52077,0,6.46,0
2024-04-12,FMCG-Home Care,Kolkata,Vendor_K,62.8,29.6,0.0,0.979,30569,997,3.2,0
2024-04-12,FMCG-Home Care,Hyderabad,Vendor_B,83.8,29.6,0.0,1.109,47157,0,5.82,0
2024-04-12,FMCG-Health,Chennai,Vendor_D,59.0,30.4,0.0,1.234,36400,1570,7.77,0
2024-04-12,FMCG-Health,Ahmedabad,Vendor_D,80.2,34.8,0.0,1.182,44901,0,6.32,0
2024-04-12,FMCG-Health,Bangalore,Vendor_E,61.3,27.1,0.0,1.262,11848,0,6.13,0
2024-04-12,FMCG-Health,Kolkata,Vendor_C,77.4,28.2,0.0,0.953,48493,0,3.12,0
2024-04-15,FMCG-Food,Chennai,Vendor_O,75.3,27.9,0.0,1.1,33196,2182,4.68,0
2024-04-15,FMCG-Food,Hyderabad,Vendor_F,69.2,37.6,0.0,1.178,21925,0,4.44,0
2024-04-15,FMCG-Food,Mumbai,Vendor_H,58.9,35.2,0.0,0.962,40385,0,4.25,0
2024-04-15,FMCG-Food,Pune,Vendor_L,48.7,32.6,0.0,1.045,14868,0,7.36,0
2024-04-15,FMCG-Beverage,Delhi,Vendor_F,31.1,35.6,0.126,1.161,21879,0,4.41,0
2024-04-15,FMCG-Beverage,Ahmedabad,Vendor_M,88.7,27.3,0.0,1.011,51700,0,5.22,0
2024-04-15,FMCG-Beverage,Pune,Vendor_F,82.4,33.4,0.0,1.001,31470,0,3.81,0
2024-04-15,FMCG-Beverage,Kolkata,Vendor_G,79.8,31.7,0.0,1.112,42589,0,2.89,0
2024-04-15,FMCG-Personal Care,Chennai,Vendor_K,94.9,32.7,0.0,0.945,6175,0,7.65,0
2024-04-15,FMCG-Personal Care,Kolkata,Vendor_E,20.7,37.1,0.442,1.179,49194,0,7.98,0
2024-04-15,FMCG-Personal Care,Delhi,Vendor_A,35.0,36.5,0.042,0.869,16631,0,4.44,0
2024-04-15,FMCG-Personal Care,Pune,Vendor_C,42.6,33.1,0.0,1.228,47995,549,6.0,0
2024-04-15,FMCG-Home Care,Delhi,Vendor_C,31.3,35.7,0.121,0.874,41551,0,8.49,1
2024-04-15,FMCG-Home Care,Hyderabad,Vendor_D,55.3,38.8,0.0,0.97,27871,1205,4.97,0
2024-04-15,FMCG-Home Care,Kolkata,Vendor_F,83.0,31.2,0.0,1.133,28516,0,6.04,0
2024-04-15,FMCG-Home Care,Mumbai,Vendor_C,37.9,27.8,0.0,1.19,5843,2390,4.16,0
2024-04-15,FMCG-Health,Bangalore,Vendor_F,84.0,37.0,0.0,1.148,24686,165,3.21,0
2024-04-15,FMCG-Health,Hyderabad,Vendor_J,81.1,28.9,0.0,1.061,19508,0,4.77,0
2024-04-15,FMCG-Health,Delhi,Vendor_E,57.6,35.9,0.0,1.201,17167,0,5.54,0
2024-04-15,FMCG-Health,Ahmedabad,Vendor_H,37.7,28.8,0.0,1.184,5877,330,4.62,0
2024-04-18,FMCG-Food,Bangalore,Vendor_D,73.1,28.5,0.0,1.124,21051,0,6.91,0
2024-04-18,FMCG-Food,Chennai,Vendor_O,73.4,38.9,0.0,0.896,21543,0,3.94,0
2024-04-18,FMCG-Food,Pune,Vendor_G,75.8,35.5,0.0,1.209,33355,562,4.99,0
2024-04-18,FMCG-Food,Ahmedabad,Vendor_M,83.5,26.1,0.0,0.991,17968,1668,8.37,0
2024-04-18,FMCG-Beverage,Delhi,Vendor_H,38.2,30.2,0.0,1.242,31850,0,2.97,0
2024-04-18,FMCG-Beverage,Ahmedabad,Vendor_L,84.6,27.6,0.0,1.266,8471,2146,7.16,0
2024-04-18,FMCG-Beverage,Pune,Vendor_E,40.8,28.1,0.0,1.19,6494,0,7.88,0
2024-04-18,FMCG-Beverage,Bangalore,Vendor_B,31.3,36.7,0.147,1.143,22331,0,2.55,0
2024-04-18,FMCG-Personal Care,Ahmedabad,Vendor_O,85.8,36.2,0.0,1.082,42727,3412,7.99,0
2024-04-18,FMCG-Personal Care,Chennai,Vendor_C,38.7,32.3,0.0,0.906,20157,697,8.06,0
2024-04-18,FMCG-Personal Care,Hyderabad,Vendor_J,50.7,26.9,0.0,1.111,30078,683,3.92,0
2024-04-18,FMCG-Personal Care,Mumbai,Vendor_N,89.1,31.4,0.0,0.881,49334,3873,7.81,0
2024-04-18,FMCG-Home Care,Chennai,Vendor_F,37.4,30.8,0.0,1.147,49312,2124,2.51,0
2024-04-18,FMCG-Home Care,Mumbai,Vendor_H,63.7,36.0,0.0,1.1,37813,2027,3.68,0
2024-04-18,FMCG-Home Care,Ahmedabad,Vendor_C,55.1,35.7,0.0,1.142,42271,0,7.87,0
2024-04-18,FMCG-Home Care,Pune,Vendor_A,85.7,35.4,0.0,0.976,8786,831,2.94,0
2024-04-18,FMCG-Health,Bangalore,Vendor_F,29.3,35.8,0.182,0.984,35203,0,8.06,0
2024-04-18,FMCG-Health,Delhi,Vendor_M,53.1,37.7,0.0,0.911,40096,0,3.88,0
2024-04-18,FMCG-Health,Hyderabad,Vendor_I,53.1,26.0,0.0,0.942,39048,3367,4.85,0
2024-04-18,FMCG-Health,Kolkata,Vendor_L,40.5,34.8,0.0,1.193,19456,0,5.71,0
2024-04-21,FMCG-Food,Pune,Vendor_O,20.4,36.5,0.441,1.232,44960,0,6.3,4
2024-04-21,FMCG-Food,Hyderabad,Vendor_L,52.2,38.3,0.0,1.086,7085,0,3.14,0
2024-04-21,FMCG-Food,Delhi,Vendor_K,37.0,37.8,0.021,1.217,36059,2212,2.74,0
2024-04-21,FMCG-Food,Chennai,Vendor_G,46.6,26.0,0.0,1.165,48397,1182,7.55,0
2024-04-21,FMCG-Beverage,Chennai,Vendor_I,36.3,39.9,0.089,0.945,22816,725,8.4,0
2024-04-21,FMCG-Beverage,Ahmedabad,Vendor_K,24.2,28.0,0.134,1.258,33132,2746,6.73,2
2024-04-21,FMCG-Beverage,Delhi,Vendor_J,34.4,33.2,0.0,1.102,24646,0,3.4,0
2024-04-21,FMCG-Beverage,Bangalore,Vendor_J,80.9,39.0,0.0,1.072,41825,2415,5.26,0
2024-04-21,FMCG-Personal Care,Hyderabad,Vendor_B,64.8,32.2,0.0,0.89,16163,708,4.06,0
2024-04-21,FMCG-Personal Care,Pune,Vendor_E,83.8,35.6,0.0,1.163,24245,0,4.15,0
2024-04-21,FMCG-Personal Care,Chennai,Vendor_C,61.8,26.2,0.0,0.902,10301,3895,4.0,0
2024-04-21,FMCG-Personal Care,Delhi,Vendor_E,57.6,28.5,0.0,1.175,48895,0,6.39,0
2024-04-21,FMCG-Home Care,Delhi,Vendor_N,74.3,37.6,0.0,1.111,31325,1916,6.24,0
2024-04-21,FMCG-Home Care,Pune,Vendor_M,69.5,37.4,0.0,1.195,19960,0,6.5,0
2024-04-21,FMCG-Home Care,Ahmedabad,Vendor_A,93.1,26.1,0.0,0.885,42920,2846,3.8,0
2024-04-21,FMCG-Home Care,Kolkata,Vendor_A,62.7,35.2,0.0,1.026,45675,0,7.62,0
2024-04-21,FMCG-Health,Hyderabad,Vendor_A,37.0,37.5,0.012,1.069,32474,768,2.82,0
2024-04-21,FMCG-Health,Pune,Vendor_K,63.2,36.4,0.0,1.203,42338,110,7.61,0
2024-04-21,FMCG-Health,Delhi,Vendor_F,69.4,30.8,0.0,0.98,9340,920,6.04,0
2024-04-21,FMCG-Health,Ahmedabad,Vendor_J,67.4,33.7,0.0,0.95,20485,1815,8.23,0
2024-04-24,FMCG-Food,Delhi,Vendor_N,92.3,30.7,0.0,0.995,48060,0,7.53,0
2024-04-24,FMCG-Food,Chennai,Vendor_L,26.7,27.1,0.015,0.929,10053,947,7.02,0
2024-04-24,FMCG-Food,Ahmedabad,Vendor_F,48.1,38.7,0.0,1.068,31074,3151,3.84,0
2024-04-24,FMCG-Food,Kolkata,Vendor_M,81.7,27.4,0.0,0.864,48182,0,4.7,0
2024-04-24,FMCG-Beverage,Ahmedabad,Vendor_N,75.4,35.3,0.0,1.142,27504,0,7.6,0
2024-04-24,FMCG-Beverage,Bangalore,Vendor_J,40.1,28.7,0.0,1.04,12970,0,6.97,0
2024-04-24,FMCG-Beverage,Delhi,Vendor_L,52.5,33.2,0.0,1.223,10549,2412,5.64,0
2024-04-24,FMCG-Beverage,Mumbai,Vendor_N,88.5,39.6,0.0,1.226,41805,0,7.04,0
2024-04-24,FMCG-Personal Care,Hyderabad,Vendor_I,76.1,25.3,0.0,0.892,19566,0,7.27,0
2024-04-24,FMCG-Personal Care,Pune,Vendor_G,88.0,39.1,0.0,1.013,31548,0,4.74,0
2024-04-24,FMCG-Personal Care,Delhi,Vendor_G,75.2,27.2,0.0,1.03,17024,1212,6.87,0
2024-04-24,FMCG-Personal Care,Mumbai,Vendor_D,88.4,31.5,0.0,1.148,19996,0,4.1,0
2024-04-24,FMCG-Home Care,Chennai,Vendor_I,70.5,35.5,0.0,1.115,41697,1208,8.24,0
2024-04-24,FMCG-Home Care,Kolkata,Vendor_I,39.8,29.6,0.0,0.923,15204,0,5.11,0
2024-04-24,FMCG-Home Care,Bangalore,Vendor_E,47.2,27.4,0.0,1.193,15258,0,7.06,0
2024-04-24,FMCG-Home Care,Hyderabad,Vendor_I,23.4,25.1,0.067,0.913,19648,528,8.18,2
2024-04-24,FMCG-Health,Mumbai,Vendor_K,33.5,35.9,0.067,1.066,8915,2009,5.32,0
2024-04-24,FMCG-Health,Bangalore,Vendor_K,24.1,27.0,0.106,1.155,39629,2380,7.66,0
2024-04-24,FMCG-Health,Kolkata,Vendor_E,34.0,37.5,0.093,1.16,49993,0,7.24,2
2024-04-24,FMCG-Health,Ahmedabad,Vendor_O,56.5,33.5,0.0,1.151,34731,3825,7.18,0
2024-04-27,FMCG-Food,Delhi,Vendor_B,35.1,27.4,0.0,0.997,33002,0,7.22,0
2024-04-27,FMCG-Food,Ahmedabad,Vendor_G,33.8,29.2,0.0,0.919,45502,0,3.35,0
2024-04-27,FMCG-Food,Mumbai,Vendor_K,91.5,37.5,0.0,0.972,18505,0,7.85,0
2024-04-27,FMCG-Food,Bangalore,Vendor_J,20.0,39.7,0.496,0.909,52026,310,5.05,3
2024-04-27,FMCG-Beverage,Delhi,Vendor_O,21.1,39.5,0.465,1.037,52089,0,7.12,3
2024-04-27,FMCG-Beverage,Hyderabad,Vendor_D,89.9,31.9,0.0,1.17,30193,873,2.89,0
2024-04-27,FMCG-Beverage,Mumbai,Vendor_D,35.0,33.4,0.0,1.195,6804,40,4.78,0
2024-04-27,FMCG-Beverage,Pune,Vendor_E,71.3,28.3,0.0,1.087,43657,3998,6.32,0
2024-04-27,FMCG-Personal Care,Pune,Vendor_N,31.5,35.0,0.1,1.065,12854,0,7.54,2
2024-04-27,FMCG-Personal Care,Kolkata,Vendor_I,81.5,37.7,0.0,1.002,47724,0,5.94,0
2024-04-27,FMCG-Personal Care,Bangalore,Vendor_J,77.5,32.6,0.0,1.135,37592,0,2.51,0
2024-04-27,FMCG-Personal Care,Chennai,Vendor_N,46.7,31.6,0.0,1.154,51219,1127,7.99,0
2024-04-27,FMCG-Home Care,Kolkata,Vendor_F,57.2,34.2,0.0,1.245,13859,1171,5.58,0
2024-04-27,FMCG-Home Care,Pune,Vendor_O,24.0,34.4,0.302,1.21,11101,0,7.26,2
2024-04-27,FMCG-Home Care,Hyderabad,Vendor_A,91.9,38.9,0.0,0.932,15040,0,4.84,0
2024-04-27,FMCG-Home Care,Ahmedabad,Vendor_A,28.0,29.0,0.032,1.06,45401,0,7.27,0
2024-04-27,FMCG-Health,Delhi,Vendor_O,31.1,32.5,0.04,1.101,46491,0,4.74,0
2024-04-27,FMCG-Health,Pune,Vendor_F,88.2,28.2,0.0,1.08,48187,0,5.42,0
2024-04-27,FMCG-Health,Ahmedabad,Vendor_C,72.0,25.2,0.0,0.933,33825,2417,2.66,0
2024-04-27,FMCG-Health,Mumbai,Vendor_N,83.0,30.5,0.0,0.954,10824,6386,3.61,0
2024-04-30,FMCG-Food,Kolkata,Vendor_L,92.1,30.3,0.0,1.11,39246,0,7.35,0
2024-04-30,FMCG-Food,Pune,Vendor_L,27.0,35.4,0.237,0.914,9514,0,5.0,2
2024-04-30,FMCG-Food,Hyderabad,Vendor_J,76.3,28.2,0.0,0.957,49992,0,5.61,0
2024-04-30,FMCG-Food,Bangalore,Vendor_F,34.1,28.8,0.0,1.229,29361,3264,8.11,0
2024-04-30,FMCG-Beverage,Delhi,Vendor_K,69.4,26.8,0.0,0.986,5794,2572,4.21,0
2024-04-30,FMCG-Beverage,Pune,Vendor_F,21.8,25.5,0.147,0.892,37908,1770,8.42,1
2024-04-30,FMCG-Beverage,Ahmedabad,Vendor_I,65.0,34.6,0.0,1.254,11817,2167,4.46,0
2024-04-30,FMCG-Beverage,Chennai,Vendor_K,56.2,29.1,0.0,1.247,13022,2629,5.25,0
2024-04-30,FMCG-Personal Care,Hyderabad,Vendor_N,47.3,31.0,0.0,1.013,16314,0,8.03,0
2024-04-30,FMCG-Personal Care,Mumbai,Vendor_D,23.8,36.1,0.341,1.172,10019,0,6.26,1
2024-04-30,FMCG-Personal Care,Kolkata,Vendor_K,89.7,38.8,0.0,1.26,47896,1392,7.07,0
2024-04-30,FMCG-Personal Care,Bangalore,Vendor_L,78.5,29.4,0.0,0.988,21124,918,8.01,0
2024-04-30,FMCG-Home Care,Hyderabad,Vendor_H,57.9,30.7,0.0,1.204,15533,1398,4.59,0
2024-04-30,FMCG-Home Care,Mumbai,Vendor_G,78.7,39.2,0.0,1.024,25104,1146,2.65,0
2024-04-30,FMCG-Home Care,Bangalore,Vendor_A,93.2,39.4,0.0,1.229,34128,0,4.83,0
2024-04-30,FMCG-Home Care,Delhi,Vendor_D,78.5,39.2,0.0,0.903,19501,0,5.65,0
2024-04-30,FMCG-Health,Kolkata,Vendor_B,75.6,29.3,0.0,1.111,8988,131,5.37,0
2024-04-30,FMCG-Health,Chennai,Vendor_L,48.6,25.6,0.0,1.256,45985,4891,2.96,0
2024-04-30,FMCG-Health,Bangalore,Vendor_A,33.9,38.9,0.13,0.98,35091,0,6.29,1
2024-04-30,FMCG-Health,Pune,Vendor_H,40.8,31.9,0.0,1.091,18572,0,6.47,0
2024-05-03,FMCG-Food,Delhi,Vendor_I,54.7,32.3,0.0,0.94,5764,1310,8.45,0
2024-05-03,FMCG-Food,Kolkata,Vendor_B,23.1,33.1,0.302,0.99,39623,1421,4.72,0
2024-05-03,FMCG-Food,Hyderabad,Vendor_I,59.5,37.8,0.0,1.129,9986,3083,8.39,0
2024-05-03,FMCG-Food,Pune,Vendor_H,75.7,32.2,0.0,1.192,20181,0,4.04,0
2024-05-03,FMCG-Beverage,Mumbai,Vendor_C,22.9,34.0,0.327,1.043,23267,0,4.55,3
2024-05-03,FMCG-Beverage,Ahmedabad,Vendor_G,92.3,26.7,0.0,1.019,33760,1790,3.4,0
2024-05-03,FMCG-Beverage,Bangalore,Vendor_O,59.8,28.7,0.0,1.159,15111,1414,7.71,0
2024-05-03,FMCG-Beverage,Delhi,Vendor_D,52.0,26.8,0.0,1.14,41173,972,3.33,0
2024-05-03,FMCG-Personal Care,Delhi,Vendor_F,52.0,37.3,0.0,0.995,38415,0,6.95,0
2024-05-03,FMCG-Personal Care,Ahmedabad,Vendor_E,75.4,35.1,0.0,0.901,33309,2241,3.59,0
2024-05-03,FMCG-Personal Care,Hyderabad,Vendor_M,80.5,33.2,0.0,1.081,14023,0,6.23,0
2024-05-03,FMCG-Personal Care,Kolkata,Vendor_F,57.9,28.0,0.0,0.957,11604,867,6.12,0
2024-05-03,FMCG-Home Care,Chennai,Vendor_K,40.3,30.2,0.0,0.989,8371,1682,4.42,0
2024-05-03,FMCG-Home Care,Hyderabad,Vendor_K,26.6,34.0,0.218,1.245,17403,0,3.16,0
2024-05-03,FMCG-Home Care,Bangalore,Vendor_H,20.7,26.3,0.214,1.184,54027,0,4.63,1
2024-05-03,FMCG-Home Care,Mumbai,Vendor_B,85.5,35.7,0.0,1.034,40843,1742,7.59,0
2024-05-03,FMCG-Health,Pune,Vendor_G,92.7,31.9,0.0,1.116,43524,0,3.31,0
2024-05-03,FMCG-Health,Hyderabad,Vendor_H,94.0,36.1,0.0,1.086,34004,2058,2.5,0
2024-05-03,FMCG-Health,Ahmedabad,Vendor_B,59.2,30.7,0.0,1.24,14616,1226,8.05,0
2024-05-03,FMCG-Health,Bangalore,Vendor_K,60.7,38.2,0.0,0.929,6303,871,3.54,0
2024-05-06,FMCG-Food,Hyderabad,Vendor_L,81.7,36.7,0.0,1.182,28743,0,6.63,0
2024-05-06,FMCG-Food,Mumbai,Vendor_H,69.9,37.1,0.0,1.2,42329,0,7.06,0
2024-05-06,FMCG-Food,Kolkata,Vendor_H,52.9,38.3,0.0,0.985,48462,2007,3.04,0
2024-05-06,FMCG-Food,Bangalore,Vendor_A,88.5,38.9,0.0,1.051,7220,0,5.98,0
2024-05-06,FMCG-Beverage,Bangalore,Vendor_N,80.3,25.9,0.0,0.867,46631,0,7.96,0
2024-05-06,FMCG-Beverage,Pune,Vendor_I,31.2,30.0,0.0,1.062,28061,492,3.97,0
2024-05-06,FMCG-Beverage,Hyderabad,Vendor_O,47.7,25.2,0.0,1.119,45487,4829,6.12,0
2024-05-06,FMCG-Beverage,Mumbai,Vendor_K,71.2,34.0,0.0,1.25,49235,1435,6.24,0
2024-05-06,FMCG-Personal Care,Ahmedabad,Vendor_D,36.7,26.7,0.0,1.112,15856,0,7.2,0
2024-05-06,FMCG-Personal Care,Delhi,Vendor_N,34.8,38.6,0.1,1.135,10213,0,7.03,1
2024-05-06,FMCG-Personal Care,Bangalore,Vendor_G,38.8,28.5,0.0,1.113,25417,0,4.89,0
2024-05-06,FMCG-Personal Care,Chennai,Vendor_F,74.5,29.1,0.0,0.906,7603,0,7.53,0
2024-05-06,FMCG-Home Care,Bangalore,Vendor_A,80.8,36.6,0.0,1.123,14611,389,6.55,0
2024-05-06,FMCG-Home Care,Pune,Vendor_H,45.0,29.8,0.0,1.071,25356,1953,4.53,0
2024-05-06,FMCG-Home Care,Hyderabad,Vendor_K,37.1,36.0,0.0,1.227,20020,0,8.2,0
2024-05-06,FMCG-Home Care,Mumbai,Vendor_C,68.1,37.2,0.0,1.037,28486,0,3.43,0
2024-05-06,FMCG-Health,Pune,Vendor_E,31.3,29.9,0.0,1.014,23781,0,8.39,0
2024-05-06,FMCG-Health,Hyderabad,Vendor_O,83.5,32.2,0.0,1.033,20499,0,5.76,0
2024-05-06,FMCG-Health,Chennai,Vendor_K,57.8,27.5,0.0,1.086,53382,0,5.38,0
