date,customer_id,region,purchase_frequency,days_since_last_purchase,avg_basket_size,payment_delay_days,returns_count,churn_probability,churn_flag
2024-01-31,CUST_1253,Hyderabad,5.9,15,645.45,0,0,0.076,0
2024-01-31,CUST_1441,Mumbai,9.3,8,3014.52,6,0,0.037,0
2024-01-31,CUST_1149,Mumbai,4.3,10,2819.32,9,0,0.079,0
2024-01-31,CUST_1202,Kolkata,6.0,4,2647.69,0,0,0.044,0
2024-01-31,CUST_1152,Hyderabad,7.6,0,4059.83,0,0,0.021,0
2024-01-31,CUST_1005,Bangalore,7.7,13,1998.76,1,0,0.078,0
2024-01-31,CUST_1453,Mumbai,10.2,0,3901.35,6,0,0.033,0
2024-01-31,CUST_1336,Kolkata,7.8,38,4431.09,10,0,0.204,0
2024-01-31,CUST_1011,Bangalore,8.4,13,2231.97,0,1,0.054,0
2024-01-31,CUST_1125,Ahmedabad,6.3,13,3846.88,1,0,0.03,0
2024-01-31,CUST_1376,Kolkata,8.6,10,4280.37,3,0,0.026,0
2024-01-31,CUST_1458,Ahmedabad,7.8,5,4417.24,0,0,0.039,0
2024-01-31,CUST_1224,Hyderabad,8.1,0,2070.27,0,0,0.065,0
2024-01-31,CUST_1211,Kolkata,6.0,24,2059.7,0,0,0.08,0
2024-01-31,CUST_1194,Delhi,7.9,20,1713.78,0,0,0.064,0
2024-01-31,CUST_1439,Ahmedabad,5.6,28,1495.62,9,1,0.289,0
2024-01-31,CUST_1296,Hyderabad,6.4,7,3363.0,6,0,0.017,0
2024-01-31,CUST_1230,Delhi,6.3,6,1280.27,0,0,0.015,0
2024-01-31,CUST_1378,Ahmedabad,7.2,42,2597.89,11,1,0.177,0
2024-01-31,CUST_1385,Ahmedabad,8.6,25,2112.53,1,1,0.075,0
2024-01-31,CUST_1298,Kolkata,6.2,0,3925.76,0,0,0.044,0
2024-01-31,CUST_1413,Kolkata,0.0,53,2235.88,12,0,0.345,0
2024-01-31,CUST_1156,Chennai,7.1,12,3603.08,0,0,0.056,0
2024-01-31,CUST_1396,Ahmedabad,9.5,7,4805.54,0,0,0.013,0
2024-01-31,CUST_1092,Delhi,4.9,29,4213.34,3,2,0.238,0
2024-01-31,CUST_1329,Chennai,5.5,16,1721.11,14,0,0.079,0
2024-01-31,CUST_1031,Kolkata,6.3,2,1322.36,0,0,0.011,0
2024-01-31,CUST_1212,Hyderabad,7.5,1,2018.41,11,0,0.036,0
2024-01-31,CUST_1283,Kolkata,9.9,18,2313.89,0,0,0.052,0
2024-01-31,CUST_1295,Chennai,4.4,17,1486.39,8,0,0.022,0
2024-01-31,CUST_1147,Delhi,10.0,9,1350.08,0,1,0.06,0
2024-01-31,CUST_1342,Pune,9.3,17,3157.84,0,0,0.046,0
2024-01-31,CUST_1457,Delhi,5.2,1,4557.14,5,0,0.051,0
2024-01-31,CUST_1020,Delhi,8.4,22,2707.9,0,0,0.044,0
2024-01-31,CUST_1437,Mumbai,9.2,8,2614.94,0,1,0.073,0
2024-01-31,CUST_1357,Mumbai,6.1,11,3916.48,0,0,0.034,0
2024-01-31,CUST_1354,Hyderabad,7.9,22,4137.39,0,0,0.065,0
2024-01-31,CUST_1161,Ahmedabad,8.9,11,1716.34,0,0,0.011,0
2024-01-31,CUST_1448,Kolkata,6.9,48,2465.84,4,2,0.306,0
2024-01-31,CUST_1246,Delhi,8.1,15,2904.01,14,0,0.071,0
2024-01-31,CUST_1442,Pune,8.0,1,1568.9,0,1,0.065,0
2024-01-31,CUST_1106,Kolkata,6.0,46,3676.75,7,1,0.28,0
2024-01-31,CUST_1452,Pune,6.9,0,1149.89,0,1,0.043,0
2024-01-31,CUST_1159,Pune,8.3,33,1316.4,0,0,0.021,0
2024-01-31,CUST_1170,Delhi,6.8,26,4519.26,6,0,0.07,0
2024-01-31,CUST_1059,Pune,5.8,2,4160.56,0,1,0.035,0
2024-01-31,CUST_1348,Chennai,4.8,19,4779.11,0,0,0.025,0
2024-01-31,CUST_1016,Ahmedabad,8.1,0,3320.18,2,0,0.032,0
2024-01-31,CUST_1075,Kolkata,8.0,32,4089.45,4,3,0.16,0
2024-01-31,CUST_1045,Bangalore,7.1,26,2259.51,0,0,0.066,0
2024-01-31,CUST_1001,Bangalore,6.1,12,1160.79,1,0,0.044,0
2024-01-31,CUST_1339,Ahmedabad,4.7,1,524.03,4,0,0.046,0
2024-01-31,CUST_1425,Mumbai,5.6,14,2947.79,0,0,0.025,0
2024-01-31,CUST_1142,Pune,7.0,6,3826.06,6,0,0.079,0
2024-01-31,CUST_1036,Pune,10.0,12,640.77,0,0,0.034,0
2024-01-31,CUST_1459,Hyderabad,4.0,43,1062.6,9,2,0.348,0
2024-01-31,CUST_1276,Chennai,9.9,16,2982.79,0,0,0.013,0
2024-01-31,CUST_1255,Mumbai,9.4,12,3226.24,4,0,0.039,0
2024-01-31,CUST_1164,Bangalore,8.8,0,901.43,0,0,0.019,0
2024-01-31,CUST_1406,Pune,9.1,30,1218.84,0,0,0.072,0
2024-03-01,CUST_1030,Delhi,5.9,18,1222.37,9,0,0.074,0
2024-03-01,CUST_1404,Delhi,6.0,16,4331.08,0,1,0.051,0
2024-03-01,CUST_1060,Hyderabad,8.1,14,618.42,10,0,0.074,0
2024-03-01,CUST_1469,Bangalore,7.4,6,2791.58,6,0,0.061,0
2024-03-01,CUST_1472,Ahmedabad,10.2,1,3488.9,0,0,0.051,0
2024-03-01,CUST_1495,Delhi,5.7,22,1051.38,0,1,0.251,0
2024-03-01,CUST_1117,Bangalore,5.1,2,2517.05,1,1,0.072,0
2024-03-01,CUST_1085,Hyderabad,7.9,25,823.56,2,0,0.067,0
2024-03-01,CUST_1048,Pune,5.5,35,2069.35,8,2,0.338,0
2024-03-01,CUST_1454,Mumbai,8.2,11,3515.85,6,0,0.032,0
2024-03-01,CUST_1464,Chennai,5.9,6,4680.16,0,0,0.076,0
2024-03-01,CUST_1347,Bangalore,6.5,2,3586.86,1,0,0.021,0
2024-03-01,CUST_1457,Ahmedabad,9.6,17,1746.74,4,0,0.051,0
2024-03-01,CUST_1369,Pune,7.2,4,2586.44,0,0,0.042,0
2024-03-01,CUST_1496,Pune,8.9,0,562.91,2,1,0.018,0
2024-03-01,CUST_1181,Pune,9.7,14,3025.72,9,0,0.071,0
2024-03-01,CUST_1165,Hyderabad,7.2,3,1750.12,9,0,0.062,0
2024-03-01,CUST_1242,Hyderabad,7.3,0,3580.9,1,0,0.011,0
2024-03-01,CUST_1412,Delhi,4.5,14,4637.75,0,0,0.063,0
2024-03-01,CUST_1321,Bangalore,7.1,4,2551.97,8,0,0.018,0
2024-03-01,CUST_1100,Pune,7.4,0,2125.09,0,0,0.042,0
2024-03-01,CUST_1066,Delhi,5.2,10,3183.23,2,1,0.067,0
2024-03-01,CUST_1403,Hyderabad,4.2,2,2898.3,0,0,0.016,0
2024-03-01,CUST_1482,Mumbai,5.4,27,861.26,3,0,0.016,0
2024-03-01,CUST_1307,Hyderabad,8.2,0,3306.93,0,0,0.039,0
2024-03-01,CUST_1432,Pune,5.7,12,1707.05,11,0,0.038,0
2024-03-01,CUST_1022,Bangalore,4.4,21,1314.42,7,1,0.079,0
2024-03-01,CUST_1355,Hyderabad,11.3,21,3164.27,6,0,0.067,0
2024-03-01,CUST_1323,Hyderabad,5.9,14,2246.93,4,0,0.066,0
2024-03-01,CUST_1241,Ahmedabad,8.3,7,798.1,0,1,0.057,0
2024-03-01,CUST_1027,Bangalore,7.2,6,2554.02,5,0,0.03,0
2024-03-01,CUST_1391,Chennai,8.1,13,694.97,1,0,0.048,0
2024-03-01,CUST_1231,Ahmedabad,5.4,4,1676.75,4,0,0.051,0
2024-03-01,CUST_1491,Pune,7.2,6,3176.64,0,0,0.023,0
2024-03-01,CUST_1143,Hyderabad,6.9,23,4500.5,3,0,0.066,0
2024-03-01,CUST_1498,Delhi,7.3,7,4809.07,2,0,0.045,0
2024-03-01,CUST_1168,Delhi,7.0,25,1362.17,5,0,0.016,0
2024-03-01,CUST_1371,Delhi,8.5,0,4754.17,12,0,0.017,0
2024-03-01,CUST_1324,Delhi,6.4,3,2139.39,7,0,0.077,0
2024-03-01,CUST_1271,Delhi,10.5,0,3277.33,0,1,0.035,0
2024-03-01,CUST_1394,Delhi,7.3,5,1069.64,0,0,0.015,0
2024-03-01,CUST_1069,Bangalore,12.2,4,4055.8,0,0,0.032,0
2024-03-01,CUST_1090,Pune,5.2,22,1665.95,0,0,0.075,0
2024-03-01,CUST_1106,Bangalore,5.9,67,885.62,4,0,0.28,0
2024-03-01,CUST_1109,Pune,6.5,17,574.51,0,1,0.076,0
2024-03-01,CUST_1240,Ahmedabad,4.7,20,4049.1,5,0,0.066,0
2024-03-01,CUST_1021,Hyderabad,10.7,44,504.43,5,0,0.051,0
2024-03-01,CUST_1456,Chennai,11.1,16,2761.87,1,1,0.065,0
2024-03-01,CUST_1303,Hyderabad,5.7,0,4461.2,0,0,0.067,0
2024-03-01,CUST_1013,Ahmedabad,5.1,0,1919.99,6,0,0.053,0
2024-03-01,CUST_1475,Chennai,10.8,14,3784.93,0,0,0.017,0
2024-03-01,CUST_1186,Kolkata,5.6,10,4770.78,1,0,0.021,0
2024-03-01,CUST_1499,Mumbai,8.7,28,2636.66,0,0,0.076,0
2024-03-01,CUST_1361,Delhi,11.7,0,546.5,0,0,0.028,0
2024-03-01,CUST_1439,Kolkata,4.2,83,1018.5,0,1,0.289,0
2024-03-01,CUST_1276,Pune,7.5,0,2046.97,5,0,0.013,0
2024-03-01,CUST_1001,Mumbai,7.9,0,1503.45,0,0,0.044,0
2024-03-01,CUST_1408,Hyderabad,8.8,0,3203.81,10,0,0.049,0
2024-03-01,CUST_1349,Chennai,10.6,4,3830.79,8,0,0.053,0
2024-03-01,CUST_1249,Hyderabad,11.1,0,2689.1,2,0,0.012,0
2024-03-01,CUST_1417,Hyderabad,8.3,12,1891.17,0,0,0.018,0
2024-03-01,CUST_1411,Chennai,9.2,7,3740.36,0,0,0.065,0
2024-03-01,CUST_1053,Ahmedabad,8.1,0,2016.29,12,0,0.029,0
2024-03-01,CUST_1348,Hyderabad,7.6,19,4536.24,0,0,0.025,0
2024-03-01,CUST_1005,Pune,7.2,5,4538.99,0,0,0.078,0
2024-03-01,CUST_1497,Ahmedabad,3.4,5,1412.94,0,0,0.052,0
2024-03-01,CUST_1422,Chennai,8.7,26,1071.21,0,1,0.07,0
2024-03-01,CUST_1484,Bangalore,9.5,12,3685.47,9,0,0.02,0
2024-03-01,CUST_1311,Bangalore,9.0,20,4326.46,0,0,0.043,0
2024-03-01,CUST_1169,Mumbai,4.6,2,3706.07,1,1,0.073,0
2024-03-01,CUST_1164,Mumbai,6.2,0,1841.3,9,0,0.019,0
2024-03-01,CUST_1314,Ahmedabad,6.4,0,825.0,8,0,0.072,0
2024-03-01,CUST_1050,Ahmedabad,5.4,6,2746.52,0,0,0.03,0
2024-03-01,CUST_1297,Chennai,6.2,4,1201.54,0,0,0.03,0
2024-03-01,CUST_1281,Ahmedabad,10.4,0,2638.97,0,0,0.012,0
2024-03-01,CUST_1392,Kolkata,7.7,0,3946.82,4,0,0.027,0
2024-03-01,CUST_1167,Bangalore,6.9,0,2239.44,0,0,0.038,0
2024-03-01,CUST_1289,Bangalore,7.7,3,1216.45,0,1,0.015,0
2024-03-01,CUST_1470,Hyderabad,7.2,21,1332.03,3,0,0.022,0
2024-03-01,CUST_1029,Chennai,5.0,24,4071.49,12,0,0.156,0
2024-03-01,CUST_1365,Hyderabad,4.6,10,528.36,2,0,0.028,0
2024-03-01,CUST_1413,Ahmedabad,5.6,74,3037.3,8,0,0.345,0
2024-03-01,CUST_1455,Pune,4.4,10,1429.19,0,0,0.045,0
2024-03-01,CUST_1239,Kolkata,7.6,9,1298.46,1,0,0.035,0
2024-03-01,CUST_1081,Hyderabad,11.2,0,4797.07,0,0,0.051,0
2024-03-01,CUST_1062,Ahmedabad,8.4,5,1882.51,0,0,0.049,0
2024-03-01,CUST_1332,Kolkata,12.8,0,2328.42,3,0,0.013,0
2024-03-01,CUST_1329,Bangalore,7.9,17,2027.32,3,2,0.079,0
2024-03-01,CUST_1486,Delhi,7.9,9,2792.87,0,0,0.036,0
2024-03-01,CUST_1139,Bangalore,4.8,0,1744.89,4,0,0.078,0
2024-03-01,CUST_1004,Delhi,8.8,16,2355.59,0,0,0.037,0
2024-03-01,CUST_1265,Kolkata,7.5,8,4413.01,0,0,0.021,0
2024-03-01,CUST_1071,Ahmedabad,7.7,4,3881.31,11,0,0.013,0
2024-03-01,CUST_1312,Chennai,10.3,4,1056.13,3,1,0.017,0
2024-03-01,CUST_1183,Mumbai,9.1,13,4483.1,0,1,0.057,0
2024-03-01,CUST_1337,Kolkata,7.9,0,2213.34,1,2,0.043,0
2024-03-01,CUST_1449,Bangalore,6.7,1,3790.26,5,1,0.038,0
2024-03-01,CUST_1145,Ahmedabad,10.4,19,2989.61,0,0,0.079,1
2024-03-01,CUST_1215,Chennai,5.1,19,1031.72,6,0,0.034,0
2024-03-01,CUST_1006,Hyderabad,8.0,11,917.39,7,0,0.035,0
2024-03-01,CUST_1199,Hyderabad,10.9,10,4655.58,0,0,0.06,0
2024-03-01,CUST_1388,Hyderabad,6.5,4,2528.74,1,1,0.077,0
2024-03-01,CUST_1144,Bangalore,7.0,0,1540.9,9,0,0.042,0
2024-03-01,CUST_1059,Chennai,9.4,0,3472.98,6,0,0.035,0
2024-03-01,CUST_1298,Chennai,4.4,13,961.68,0,0,0.044,0
2024-03-01,CUST_1379,Chennai,7.4,0,1993.75,0,0,0.025,0
2024-03-01,CUST_1378,Hyderabad,7.5,18,1013.54,2,0,0.177,0
2024-03-01,CUST_1123,Delhi,6.2,0,794.24,0,0,0.042,0
2024-03-01,CUST_1112,Ahmedabad,6.5,0,4078.45,0,0,0.022,0
2024-03-01,CUST_1229,Hyderabad,10.3,2,2953.0,0,0,0.015,0
2024-03-01,CUST_1381,Hyderabad,6.3,16,3148.56,2,0,0.045,0
2024-03-01,CUST_1171,Chennai,7.2,2,2094.75,3,0,0.053,0
2024-03-01,CUST_1398,Bangalore,7.9,0,3598.31,0,0,0.04,0
2024-03-01,CUST_1082,Delhi,11.6,12,2230.71,1,2,0.184,0
2024-03-01,CUST_1032,Delhi,8.0,22,1480.15,7,0,0.053,0
2024-03-01,CUST_1184,Kolkata,7.0,16,651.8,1,0,0.065,0
2024-03-01,CUST_1190,Hyderabad,5.9,6,4569.34,0,0,0.045,0
2024-03-01,CUST_1028,Bangalore,11.4,14,1920.7,0,0,0.033,0
2024-03-01,CUST_1333,Bangalore,11.6,0,1384.05,0,0,0.022,0
2024-03-01,CUST_1087,Mumbai,5.4,0,2061.08,1,0,0.033,0
2024-03-01,CUST_1225,Mumbai,6.0,15,3350.45,1,0,0.04,0
2024-03-01,CUST_1467,Kolkata,7.3,19,3699.22,0,0,0.063,0
2024-03-01,CUST_1057,Ahmedabad,6.1,10,4757.33,0,0,0.055,0
2024-03-01,CUST_1096,Hyderabad,8.9,0,4630.89,0,0,0.031,0
2024-03-01,CUST_1399,Mumbai,10.5,4,4802.31,6,0,0.021,0
2024-03-01,CUST_1313,Mumbai,5.5,2,4771.2,1,0,0.035,0
2024-03-01,CUST_1328,Hyderabad,5.4,59,973.7,17,0,0.344,0
2024-03-01,CUST_1343,Kolkata,6.9,26,2213.81,5,0,0.016,0
2024-03-01,CUST_1245,Kolkata,6.6,0,515.19,8,1,0.038,0
2024-03-01,CUST_1033,Delhi,9.2,6,3973.55,0,0,0.037,0
2024-03-01,CUST_1292,Delhi,10.8,1,1705.08,0,0,0.041,0
2024-03-01,CUST_1258,Ahmedabad,7.3,6,3958.64,12,0,0.08,0
2024-03-01,CUST_1410,Delhi,6.9,7,4590.75,7,0,0.076,0
2024-03-01,CUST_1310,Hyderabad,5.0,9,1137.79,9,0,0.04,0
2024-03-01,CUST_1163,Pune,5.9,7,1432.32,5,0,0.037,0
2024-03-01,CUST_1037,Pune,10.8,6,997.25,5,0,0.046,0
2024-03-01,CUST_1108,Kolkata,8.1,0,4476.99,5,0,0.059,0
2024-03-01,CUST_1367,Chennai,6.9,47,840.81,15,0,0.226,0
2024-03-01,CUST_1047,Delhi,5.8,12,4170.41,5,0,0.019,0
2024-03-01,CUST_1113,Bangalore,7.0,45,1966.71,6,3,0.344,0
2024-03-01,CUST_1016,Kolkata,7.8,25,1610.74,3,0,0.032,0
2024-03-01,CUST_1223,Chennai,6.4,0,3980.19,6,0,0.038,0
2024-03-01,CUST_1110,Mumbai,5.9,7,2468.95,8,0,0.042,0
2024-03-01,CUST_1357,Kolkata,8.0,0,1640.61,0,0,0.034,0
2024-03-01,CUST_1206,Hyderabad,4.1,18,3568.3,4,0,0.032,0
2024-03-01,CUST_1277,Delhi,6.6,13,1823.45,1,0,0.05,0
2024-03-01,CUST_1257,Ahmedabad,8.2,9,2908.84,9,1,0.016,0
2024-03-01,CUST_1102,Kolkata,5.5,6,4188.78,4,0,0.058,0
2024-03-01,CUST_1326,Mumbai,5.9,10,1165.47,5,0,0.048,0
2024-03-01,CUST_1318,Hyderabad,6.0,2,1225.47,2,0,0.042,0
2024-03-01,CUST_1479,Hyderabad,8.2,9,3220.32,0,0,0.079,0
2024-03-01,CUST_1451,Bangalore,8.8,19,1086.35,7,0,0.073,0
2024-03-01,CUST_1195,Ahmedabad,7.4,28,3950.84,0,0,0.074,0
2024-03-01,CUST_1341,Bangalore,10.0,0,815.37,0,0,0.018,0
2024-03-01,CUST_1119,Ahmedabad,2.0,20,3475.82,4,0,0.188,0
2024-03-01,CUST_1409,Pune,5.3,3,4369.39,5,0,0.018,0
2024-03-01,CUST_1130,Delhi,7.0,5,2525.63,0,0,0.012,0
2024-03-01,CUST_1135,Pune,7.4,0,1423.77,6,0,0.014,0
2024-03-01,CUST_1192,Hyderabad,4.5,7,4263.5,8,0,0.076,0
2024-03-01,CUST_1370,Mumbai,11.1,1,2254.18,0,0,0.022,0
2024-03-01,CUST_1189,Bangalore,7.4,9,3915.8,0,0,0.063,0
2024-03-01,CUST_1383,Delhi,9.1,0,3152.65,8,0,0.051,0
2024-03-01,CUST_1320,Kolkata,6.0,9,3689.64,0,0,0.02,0
2024-03-01,CUST_1193,Bangalore,6.0,21,1540.04,4,0,0.047,0
2024-03-01,CUST_1356,Bangalore,5.9,7,1215.63,0,0,0.079,0
2024-03-01,CUST_1254,Pune,8.9,14,1416.86,0,0,0.063,0
2024-03-01,CUST_1420,Ahmedabad,6.3,0,2072.88,2,0,0.034,0
2024-03-01,CUST_1492,Ahmedabad,5.7,13,3064.34,0,0,0.067,0
2024-03-01,CUST_1235,Chennai,10.2,0,2766.2,2,0,0.016,0
2024-03-01,CUST_1255,Pune,8.6,21,3793.09,0,0,0.039,0
2024-03-01,CUST_1020,Chennai,8.0,2,4236.73,1,0,0.044,0
2024-03-01,CUST_1415,Delhi,5.7,0,4108.41,3,0,0.031,0
2024-03-01,CUST_1166,Chennai,6.7,32,1457.7,0,0,0.072,0
2024-03-01,CUST_1127,Kolkata,3.4,0,3702.36,0,0,0.035,0
2024-03-01,CUST_1256,Bangalore,6.0,12,1464.31,0,0,0.05,0
2024-03-01,CUST_1466,Chennai,7.6,7,799.46,8,0,0.025,0
2024-03-01,CUST_1178,Bangalore,4.4,66,3021.47,12,2,0.275,0
2024-03-01,CUST_1373,Chennai,6.5,9,3458.61,1,0,0.07,1
2024-03-01,CUST_1272,Kolkata,4.2,34,3759.2,11,1,0.306,1
2024-03-01,CUST_1291,Chennai,8.4,16,4176.15,6,0,0.074,0
2024-03-01,CUST_1234,Kolkata,7.3,6,1629.34,7,0,0.029,0
2024-03-01,CUST_1217,Pune,8.2,17,2921.49,1,0,0.046,0
2024-03-01,CUST_1437,Bangalore,4.2,0,2965.94,0,1,0.073,0
2024-03-01,CUST_1264,Ahmedabad,5.4,0,1030.67,9,0,0.022,0
2024-03-01,CUST_1141,Kolkata,11.7,15,4362.59,3,0,0.024,0
2024-03-01,CUST_1243,Kolkata,7.1,8,3978.49,3,0,0.015,0
2024-03-01,CUST_1149,Kolkata,5.5,4,1665.28,0,0,0.079,0
2024-03-01,CUST_1336,Chennai,3.5,30,1515.2,10,0,0.204,0
2024-03-01,CUST_1041,Bangalore,9.1,17,4502.21,0,1,0.074,0
2024-03-01,CUST_1089,Chennai,5.7,0,2297.86,8,0,0.056,0
2024-03-01,CUST_1224,Mumbai,10.0,6,1333.7,7,0,0.065,0
2024-03-01,CUST_1170,Kolkata,4.5,23,4606.39,0,1,0.07,0
2024-03-01,CUST_1003,Mumbai,4.3,6,1963.12,0,0,0.016,0
2024-03-01,CUST_1173,Bangalore,8.1,10,1969.16,0,0,0.014,0
2024-03-01,CUST_1014,Kolkata,6.9,25,1618.98,1,0,0.052,0
2024-03-01,CUST_1103,Chennai,7.8,1,824.14,1,0,0.035,0
2024-03-01,CUST_1401,Pune,9.9,8,4274.54,4,1,0.057,0
2024-03-01,CUST_1389,Bangalore,6.1,23,3626.07,0,0,0.173,0
2024-03-01,CUST_1097,Mumbai,6.0,0,2379.44,11,0,0.044,0
2024-03-01,CUST_1198,Bangalore,7.7,6,633.27,0,0,0.021,0
2024-03-31,CUST_1150,Pune,8.7,9,4181.94,1,0,0.019,0
2024-03-31,CUST_1457,Pune,5.3,0,2014.22,0,0,0.051,0
2024-03-31,CUST_1454,Kolkata,7.6,0,1654.69,0,0,0.032,0
2024-03-31,CUST_1181,Bangalore,10.1,5,3893.48,7,0,0.071,1
2024-03-31,CUST_1073,Delhi,5.2,46,3532.09,1,1,0.229,0
2024-03-31,CUST_1399,Ahmedabad,8.9,0,4698.28,1,0,0.021,0
2024-03-31,CUST_1031,Chennai,11.6,0,659.94,0,0,0.011,0
2024-03-31,CUST_1351,Mumbai,6.6,50,2167.17,6,0,0.273,0
2024-03-31,CUST_1319,Kolkata,5.5,22,1830.55,0,0,0.049,0
2024-03-31,CUST_1324,Ahmedabad,7.7,21,4454.27,3,1,0.077,0
2024-03-31,CUST_1419,Ahmedabad,3.8,38,500.51,12,0,0.325,0
2024-03-31,CUST_1051,Pune,8.4,25,2119.23,0,1,0.043,0
2024-03-31,CUST_1392,Bangalore,3.7,1,1636.16,5,0,0.027,0
2024-03-31,CUST_1142,Pune,3.9,12,713.54,0,2,0.079,0
2024-03-31,CUST_1251,Chennai,7.8,8,521.63,0,0,0.046,0
2024-03-31,CUST_1302,Bangalore,8.4,0,875.48,0,0,0.038,0
2024-03-31,CUST_1397,Chennai,9.6,19,1461.46,0,0,0.204,1
2024-03-31,CUST_1025,Kolkata,10.7,0,4428.03,0,1,0.042,0
2024-03-31,CUST_1284,Chennai,7.9,17,4802.03,3,1,0.064,0
2024-03-31,CUST_1040,Ahmedabad,6.3,0,1641.92,0,0,0.011,0
2024-03-31,CUST_1176,Ahmedabad,9.8,4,1643.95,0,2,0.062,0
2024-03-31,CUST_1260,Pune,6.8,12,3545.55,0,0,0.053,0
2024-03-31,CUST_1389,Chennai,8.7,9,1193.68,14,0,0.173,1
2024-03-31,CUST_1323,Kolkata,3.7,23,1000.91,13,0,0.066,0
2024-03-31,CUST_1308,Hyderabad,4.6,53,2182.83,12,0,0.35,0
2024-03-31,CUST_1395,Chennai,7.3,0,1866.13,0,0,0.016,0
2024-03-31,CUST_1110,Delhi,4.9,9,689.33,6,0,0.042,0
2024-03-31,CUST_1410,Bangalore,11.2,1,4213.51,5,0,0.076,0
2024-03-31,CUST_1288,Ahmedabad,9.3,14,1114.73,5,0,0.037,0
2024-03-31,CUST_1071,Pune,8.7,0,4479.09,6,0,0.013,0
2024-03-31,CUST_1347,Pune,8.3,16,3438.18,0,0,0.021,0
2024-03-31,CUST_1016,Pune,7.9,0,2926.38,5,0,0.032,0
2024-03-31,CUST_1307,Mumbai,5.4,4,3000.81,0,0,0.039,0
2024-03-31,CUST_1086,Delhi,8.1,14,3415.85,2,0,0.076,0
2024-03-31,CUST_1083,Pune,7.2,0,552.28,1,0,0.057,0
2024-03-31,CUST_1381,Chennai,7.4,4,1642.37,1,0,0.045,0
2024-03-31,CUST_1368,Mumbai,5.9,9,3203.81,3,1,0.039,0
2024-03-31,CUST_1235,Bangalore,8.7,0,4787.65,11,0,0.016,0
2024-03-31,CUST_1041,Hyderabad,4.5,6,3303.15,3,0,0.074,0
2024-03-31,CUST_1225,Mumbai,12.9,12,3137.51,1,0,0.04,0
2024-03-31,CUST_1466,Kolkata,6.7,4,1299.85,0,0,0.025,0
2024-03-31,CUST_1155,Mumbai,6.4,15,2513.3,6,0,0.037,0
2024-03-31,CUST_1130,Kolkata,7.8,0,3751.1,2,0,0.012,0
2024-03-31,CUST_1078,Ahmedabad,4.5,29,2668.4,1,0,0.078,0
2024-03-31,CUST_1069,Ahmedabad,9.1,19,1206.35,1,0,0.032,0
2024-03-31,CUST_1121,Mumbai,7.5,18,3842.74,2,0,0.075,0
2024-03-31,CUST_1065,Mumbai,9.9,0,1555.23,8,0,0.072,0
2024-03-31,CUST_1338,Ahmedabad,6.2,14,1396.94,0,0,0.074,0
2024-03-31,CUST_1375,Chennai,7.4,0,1623.64,4,0,0.014,0
2024-03-31,CUST_1124,Pune,7.6,0,3854.57,0,0,0.044,0
2024-03-31,CUST_1188,Mumbai,5.5,61,4111.44,8,0,0.325,0
2024-03-31,CUST_1424,Kolkata,6.7,15,2833.01,0,0,0.07,0
2024-03-31,CUST_1448,Delhi,8.7,59,1025.16,12,1,0.306,0
2024-03-31,CUST_1476,Pune,6.8,21,1582.37,0,0,0.069,0
2024-03-31,CUST_1318,Bangalore,9.8,0,4339.16,7,0,0.042,0
2024-03-31,CUST_1459,Delhi,3.9,62,4057.41,13,2,0.348,0
2024-03-31,CUST_1229,Chennai,4.5,17,1452.14,4,0,0.015,0
2024-03-31,CUST_1293,Hyderabad,5.2,2,1753.9,5,0,0.041,0
2024-03-31,CUST_1033,Kolkata,8.5,0,4602.74,7,0,0.037,0
2024-03-31,CUST_1197,Delhi,8.0,21,1332.3,6,1,0.079,0
2024-03-31,CUST_1018,Mumbai,7.5,1,694.76,4,0,0.022,0
2024-03-31,CUST_1026,Mumbai,6.6,7,4821.21,0,0,0.046,0
2024-03-31,CUST_1479,Mumbai,11.8,0,4307.1,0,0,0.079,0
2024-03-31,CUST_1108,Ahmedabad,9.1,15,606.74,1,1,0.059,0
2024-03-31,CUST_1097,Pune,5.7,6,3929.59,0,1,0.044,0
2024-03-31,CUST_1029,Bangalore,10.2,12,1048.39,3,0,0.156,0
2024-03-31,CUST_1379,Chennai,6.8,0,2419.3,3,0,0.025,0
2024-03-31,CUST_1009,Bangalore,4.6,3,2975.42,10,1,0.067,0
2024-03-31,CUST_1185,Ahmedabad,8.2,12,1647.33,4,0,0.061,1
2024-03-31,CUST_1175,Mumbai,9.3,0,1061.31,0,0,0.035,0
2024-03-31,CUST_1425,Mumbai,8.3,1,2752.54,2,0,0.025,0
2024-03-31,CUST_1336,Bangalore,10.4,24,1951.33,8,0,0.204,0
2024-03-31,CUST_1204,Pune,6.4,0,4134.16,3,0,0.063,0
2024-03-31,CUST_1119,Delhi,6.7,27,3481.75,2,0,0.188,0
2024-03-31,CUST_1344,Mumbai,2.3,9,1251.06,7,0,0.076,0
2024-03-31,CUST_1028,Ahmedabad,7.1,4,4053.31,0,0,0.033,0
2024-03-31,CUST_1092,Ahmedabad,9.0,43,1898.53,3,1,0.238,0
2024-03-31,CUST_1096,Bangalore,8.3,19,4498.34,0,0,0.031,0
2024-03-31,CUST_1270,Ahmedabad,6.8,12,4101.93,4,0,0.062,0
2024-03-31,CUST_1487,Delhi,9.3,0,1674.62,0,0,0.053,0
2024-03-31,CUST_1358,Ahmedabad,6.6,28,2401.65,9,0,0.242,0
