date,facility,utilization_pct,downtime_minutes,maintenance_flag
2024-05-19,DC-Delhi,74.3,0,0
2024-05-19,DC-Bangalore,66.8,0,0
2024-05-19,Cloud-AWS-AP-South,70.3,0,0
2024-05-20,DC-Mumbai,55.1,0,1
2024-05-20,DC-Delhi,81.5,0,0
2024-05-20,DC-Bangalore,67.2,0,0
2024-05-20,Cloud-AWS-AP-South,84.0,0,0
2024-05-21,DC-Mumbai,85.3,0,0
2024-05-21,DC-Delhi,66.4,0,0
2024-05-21,DC-Bangalore,75.7,0,0
2024-05-21,Cloud-AWS-AP-South,73.1,0,0
2024-05-22,DC-Mumbai,75.9,0,0
2024-05-22,DC-Delhi,80.8,0,0
2024-05-22,DC-Bangalore,69.9,0,0
2024-05-22,Cloud-AWS-AP-South,67.2,0,0
2024-05-23,DC-Mumbai,52.0,0,0
2024-05-23,DC-Delhi,72.3,0,0
2024-05-23,DC-Bangalore,67.4,0,0
2024-05-23,Cloud-AWS-AP-South,69.8,0,0
2024-05-24,DC-Mumbai,83.8,0,0
2024-05-24,DC-Delhi,79.0,0,0
2024-05-24,DC-Bangalore,51.2,0,0
2024-05-24,Cloud-AWS-AP-South,64.4,0,0
2024-05-25,DC-Mumbai,50.5,0,1
2024-05-25,DC-Delhi,61.9,0,0
2024-05-25,DC-Bangalore,48.5,0,0
2024-05-25,Cloud-AWS-AP-South,75.2,0,0
2024-05-26,DC-Mumbai,78.0,0,0
2024-05-26,DC-Delhi,74.1,0,1
2024-05-26,DC-Bangalore,53.5,0,0
2024-05-26,Cloud-AWS-AP-South,82.9,0,0
2024-05-27,DC-Mumbai,88.1,0,0
2024-05-27,DC-Delhi,87.3,0,1
2024-05-27,DC-Bangalore,87.3,0,1
2024-05-27,Cloud-AWS-AP-South,76.3,0,0
2024-05-28,DC-Mumbai,69.2,0,0
2024-05-28,DC-Delhi,48.7,0,0
2024-05-28,DC-Bangalore,85.8,0,0
2024-05-28,Cloud-AWS-AP-South,63.9,0,1
2024-05-29,DC-Mumbai,63.8,0,0
2024-05-29,DC-Delhi,47.7,0,0
2024-05-29,DC-Bangalore,64.7,0,0
2024-05-29,Cloud-AWS-AP-South,64.1,0,0
2024-05-30,DC-Mumbai,49.0,0,0
2024-05-30,DC-Delhi,69.5,0,0
2024-05-30,DC-Bangalore,62.1,0,0
2024-05-30,Cloud-AWS-AP-South,82.1,0,0
2024-05-31,DC-Mumbai,57.8,0,0
2024-05-31,DC-Delhi,56.6,0,0
2024-05-31,DC-Bangalore,67.2,0,0
2024-05-31,Cloud-AWS-AP-South,62.5,0,0
2024-06-01,DC-Mumbai,77.7,0,1
2024-06-01,DC-Delhi,71.6,0,0
2024-06-01,DC-Bangalore,73.9,0,0
2024-06-01,Cloud-AWS-AP-South,61.2,0,0
2024-06-02,DC-Mumbai,63.7,0,0
2024-06-02,DC-Delhi,66.8,0,0
2024-06-02,DC-Bangalore,80.5,0,0
2024-06-02,Cloud-AWS-AP-South,68.6,0,0
2024-06-03,DC-Mumbai,91.5,0,0
2024-06-03,DC-Delhi,81.9,0,1
2024-06-03,DC-Bangalore,70.5,0,0
2024-06-03,Cloud-AWS-AP-South,67.0,0,0
2024-06-04,DC-Mumbai,85.9,0,0
2024-06-04,DC-Delhi,62.9,0,0
2024-06-04,DC-Bangalore,53.2,0,0
2024-06-04,Cloud-AWS-AP-South,77.9,0,0
2024-06-05,DC-Mumbai,81.3,0,1
2024-06-05,DC-Delhi,66.3,0,0
2024-06-05,DC-Bangalore,71.4,0,0
2024-06-05,Cloud-AWS-AP-South,63.5,0,0
2024-06-06,DC-Mumbai,77.2,0,0
2024-06-06,DC-Delhi,82.3,0,0
2024-06-06,DC-Bangalore,81.6,0,0
2024-06-06,Cloud-AWS-AP-South,62.7,0,0
2024-06-07,DC-Mumbai,80.5,0,0
2024-06-07,DC-Delhi,73.4,0,0
2024-06-07,DC-Bangalore,72.9,0,0
2024-06-07,Cloud-AWS-AP-South,70.2,0,0
2024-06-08,DC-Mumbai,69.5,0,0
2024-06-08,DC-Delhi,70.0,0,0
2024-06-08,DC-Bangalore,68.1,0,0
2024-06-08,Cloud-AWS-AP-South,81.7,0,0
2024-06-09,DC-Mumbai,83.1,0,0
2024-06-09,DC-Delhi,72.1,0,0
2024-06-09,DC-Bangalore,66.7,0,0
2024-06-09,Cloud-AWS-AP-South,67.9,0,0
2024-06-10,DC-Mumbai,78.0,0,0
2024-06-10,DC-Delhi,72.7,0,0
2024-06-10,DC-Bangalore,90.5,0,0
2024-06-10,Cloud-AWS-AP-South,66.5,0,0
2024-06-11,DC-Mumbai,91.4,0,0
2024-06-11,DC-Delhi,86.8,0,0
2024-06-11,DC-Bangalore,75.5,0,0
2024-06-11,Cloud-AWS-AP-South,66.2,0,1
2024-06-12,DC-Mumbai,88.5,0,0
2024-06-12,DC-Delhi,50.7,0,0
2024-06-12,DC-Bangalore,91.7,0,0
2024-06-12,Cloud-AWS-AP-South,60.2,0,0
2024-06-13,DC-Mumbai,46.8,0,0
2024-06-13,DC-Delhi,86.8,0,0
2024-06-13,DC-Bangalore,58.0,0,0
2024-06-13,Cloud-AWS-AP-South,64.0,0,0
2024-06-14,DC-Mumbai,58.4,0,0
2024-06-14,DC-Delhi,52.3,0,0
2024-06-14,DC-Bangalore,64.7,0,0
2024-06-14,Cloud-AWS-AP-South,78.7,0,0
2024-06-15,DC-Mumbai,74.2,0,0
2024-06-15,DC-Delhi,48.5,0,0
2024-06-15,DC-Bangalore,88.9,0,0
2024-06-15,Cloud-AWS-AP-South,62.0,0,0
2024-06-16,DC-Mumbai,68.8,0,1
2024-06-16,DC-Delhi,61.1,0,0
2024-06-16,DC-Bangalore,51.8,0,0
2024-06-16,Cloud-AWS-AP-South,72.7,0,0
2024-06-17,DC-Mumbai,52.1,0,0
2024-06-17,DC-Delhi,77.3,0,0
2024-06-17,DC-Bangalore,47.2,0,0
2024-06-17,Cloud-AWS-AP-South,69.2,0,1
2024-06-18,DC-Mumbai,0.0,118,0
2024-06-18,DC-Delhi,78.3,0,0
2024-06-18,DC-Bangalore,61.8,0,0
2024-06-18,Cloud-AWS-AP-South,74.4,0,0
2024-06-19,DC-Mumbai,72.8,0,0
2024-06-19,DC-Delhi,84.4,0,0
2024-06-19,DC-Bangalore,51.8,0,0
2024-06-19,Cloud-AWS-AP-South,63.0,0,0
2024-06-20,DC-Mumbai,75.2,0,0
2024-06-20,DC-Delhi,55.6,0,0
2024-06-20,DC-Bangalore,80.3,0,0
2024-06-20,Cloud-AWS-AP-South,82.3,0,0
2024-06-21,DC-Mumbai,48.5,0,0
2024-06-21,DC-Delhi,74.7,0,1
2024-06-21,DC-Bangalore,66.0,0,0
2024-06-21,Cloud-AWS-AP-South,61.7,0,0
2024-06-22,DC-Mumbai,77.0,0,0
2024-06-22,DC-Delhi,69.8,0,0
2024-06-22,DC-Bangalore,53.7,0,0
2024-06-22,Cloud-AWS-AP-South,67.9,0,0
2024-06-23,DC-Mumbai,64.4,0,0
2024-06-23,DC-Delhi,45.5,0,0
2024-06-23,DC-Bangalore,47.6,0,0
2024-06-23,Cloud-AWS-AP-South,68.3,0,0
2024-06-24,DC-Mumbai,74.7,0,0
2024-06-24,DC-Delhi,74.1,0,0
2024-06-24,DC-Bangalore,55.7,0,0
2024-06-24,Cloud-AWS-AP-South,80.6,0,0
2024-06-25,DC-Mumbai,82.7,0,0
2024-06-25,DC-Delhi,91.8,0,0
2024-06-25,DC-Bangalore,48.3,0,0
2024-06-25,Cloud-AWS-AP-South,64.2,0,0
2024-06-26,DC-Mumbai,67.4,0,0
2024-06-26,DC-Delhi,89.5,0,0
2024-06-26,DC-Bangalore,81.5,0,0
2024-06-26,Cloud-AWS-AP-South,79.3,0,0
2024-06-27,DC-Mumbai,70.2,0,0
2024-06-27,DC-Delhi,56.7,0,0
2024-06-27,DC-Bangalore,76.7,0,0
2024-06-27,Cloud-AWS-AP-South,65.1,0,0
2024-06-28,DC-Mumbai,67.5,0,0
2024-06-28,DC-Delhi,56.7,0,0
2024-06-28,DC-Bangalore,83.9,0,0
2024-06-28,Cloud-AWS-AP-South,70.6,0,0
2024-06-29,DC-Mumbai,47.3,0,0
2024-06-29,DC-Delhi,0.0,196,0
2024-06-29,DC-Bangalore,56.3,0,0
2024-06-29,Cloud-AWS-AP-South,64.7,0,0
2024-06-30,DC-Mumbai,60.8,0,0
2024-06-30,DC-Delhi,51.5,0,0
2024-06-30,DC-Bangalore,63.8,0,0
2024-06-30,Cloud-AWS-AP-South,74.5,0,0
2024-07-01,DC-Mumbai,71.3,0,0
2024-07-01,DC-Delhi,74.4,0,0
2024-07-01,DC-Bangalore,73.5,0,0
2024-07-01,Cloud-AWS-AP-South,81.6,0,0
2024-07-02,DC-Mumbai,87.1,0,0
2024-07-02,DC-Delhi,73.7,0,0
2024-07-02,DC-Bangalore,77.7,0,0
2024-07-02,Cloud-AWS-AP-South,67.0,0,0
2024-07-03,DC-Mumbai,68.5,0,0
2024-07-03,DC-Delhi,77.3,0,1
2024-07-03,DC-Bangalore,56.8,0,0
2024-07-03,Cloud-AWS-AP-South,79.8,0,0
2024-07-04,DC-Mumbai,89.5,0,0
2024-07-04,DC-Delhi,68.1,0,0
2024-07-04,DC-Bangalore,74.9,0,0
2024-07-04,Cloud-AWS-AP-South,77.4,0,0
2024-07-05,DC-Mumbai,54.3,0,0
2024-07-05,DC-Delhi,58.5,0,0
2024-07-05,DC-Bangalore,79.9,0,0
2024-07-05,Cloud-AWS-AP-South,80.6,0,0
2024-07-06,DC-Mumbai,50.0,0,0
2024-07-06,DC-Delhi,62.4,0,0
2024-07-06,DC-Bangalore,56.1,0,0
2024-07-06,Cloud-AWS-AP-South,70.4,0,0
2024-07-07,DC-Mumbai,79.0,0,0
2024-07-07,DC-Delhi,82.8,0,1
2024-07-07,DC-Bangalore,68.8,0,0
2024-07-07,Cloud-AWS-AP-South,78.3,0,0
2024-07-08,DC-Mumbai,87.4,0,0
2024-07-08,DC-Delhi,80.9,0,0
2024-07-08,DC-Bangalore,47.0,0,0
2024-07-08,Cloud-AWS-AP-South,74.8,0,0
2024-07-09,DC-Mumbai,74.9,0,0
2024-07-09,DC-Delhi,67.8,0,0
2024-07-09,DC-Bangalore,67.6,0,0
2024-07-09,Cloud-AWS-AP-South,66.0,0,0
2024-07-10,DC-Mumbai,78.3,0,0
2024-07-10,DC-Delhi,67.9,0,0
2024-07-10,DC-Bangalore,66.1,0,0
2024-07-10,Cloud-AWS-AP-South,78.4,0,0
2024-07-11,DC-Mumbai,60.2,0,0
2024-07-11,DC-Delhi,77.6,0,0
2024-07-11,DC-Bangalore,76.0,0,0
2024-07-11,Cloud-AWS-AP-South,63.0,0,0
2024-07-12,DC-Mumbai,58.1,0,0
2024-07-12,DC-Delhi,55.8,0,0
2024-07-12,DC-Bangalore,64.2,0,0
2024-07-12,Cloud-AWS-AP-South,61.7,0,0
2024-07-13,DC-Mumbai,57.0,0,0
2024-07-13,DC-Delhi,50.3,0,0
2024-07-13,DC-Bangalore,86.3,0,0
2024-07-13,Cloud-AWS-AP-South,81.2,0,0
2024-07-14,DC-Mumbai,50.0,0,0
2024-07-14,DC-Delhi,60.6,0,0
2024-07-14,DC-Bangalore,62.2,0,0
2024-07-14,Cloud-AWS-AP-South,63.9,0,0
2024-07-15,DC-Mumbai,65.0,0,0
2024-07-15,DC-Delhi,84.7,0,0
2024-07-15,DC-Bangalore,53.0,0,0
2024-07-15,Cloud-AWS-AP-South,65.5,0,0
2024-07-16,DC-Mumbai,57.0,0,0
2024-07-16,DC-Delhi,56.2,0,0
2024-07-16,DC-Bangalore,45.5,0,0
2024-07-16,Cloud-AWS-AP-South,79.1,0,0
2024-07-17,DC-Mumbai,64.2,0,0
2024-07-17,DC-Delhi,72.3,0,0
2024-07-17,DC-Bangalore,78.9,0,0
2024-07-17,Cloud-AWS-AP-South,69.3,0,0
2024-07-18,DC-Mumbai,89.7,0,0
2024-07-18,DC-Delhi,89.4,0,0
2024-07-18,DC-Bangalore,58.0,0,0
2024-07-18,Cloud-AWS-AP-South,60.2,0,0
2024-07-19,DC-Mumbai,62.3,0,0
2024-07-19,DC-Delhi,50.9,0,0
2024-07-19,DC-Bangalore,76.4,0,0
2024-07-19,Cloud-AWS-AP-South,79.4,0,0
2024-07-20,DC-Mumbai,83.4,0,0
2024-07-20,DC-Delhi,83.3,0,0
2024-07-20,DC-Bangalore,63.7,0,0
2024-07-20,Cloud-AWS-AP-South,60.5,0,0
2024-07-21,DC-Mumbai,58.9,0,0
2024-07-21,DC-Delhi,66.4,0,0
2024-07-21,DC-Bangalore,57.5,0,0
2024-07-21,Cloud-AWS-AP-South,60.3,0,0
2024-07-22,DC-Mumbai,80.0,0,0
2024-07-22,DC-Delhi,70.7,0,0
2024-07-22,DC-Bangalore,85.0,0,0
2024-07-22,Cloud-AWS-AP-South,69.7,0,0
2024-07-23,DC-Mumbai,66.0,0,0
2024-07-23,DC-Delhi,84.0,0,0
2024-07-23,DC-Bangalore,66.8,0,0
2024-07-23,Cloud-AWS-AP-South,67.3,0,0
2024-07-24,DC-Mumbai,54.2,0,0
2024-07-24,DC-Delhi,86.5,0,0
2024-07-24,DC-Bangalore,61.5,0,0
2024-07-24,Cloud-AWS-AP-South,71.2,0,0
2024-07-25,DC-Mumbai,86.3,0,0
2024-07-25,DC-Delhi,66.5,0,0
2024-07-25,DC-Bangalore,60.6,0,0
2024-07-25,Cloud-AWS-AP-South,80.7,0,0
2024-07-26,DC-Mumbai,52.4,0,0
2024-07-26,DC-Delhi,81.1,0,0
2024-07-26,DC-Bangalore,70.9,0,0
2024-07-26,Cloud-AWS-AP-South,68.0,0,0
2024-07-27,DC-Mumbai,80.4,0,0
2024-07-27,DC-Delhi,58.6,0,0
2024-07-27,DC-Bangalore,65.1,0,0
2024-07-27,Cloud-AWS-AP-South,83.5,0,0
2024-07-28,DC-Mumbai,46.8,0,0
2024-07-28,DC-Delhi,70.2,0,0
2024-07-28,DC-Bangalore,56.9,0,0
2024-07-28,Cloud-AWS-AP-South,79.0,0,0
2024-07-29,DC-Mumbai,53.4,0,0
2024-07-29,DC-Delhi,69.8,0,0
2024-07-29,DC-Bangalore,51.0,0,0
2024-07-29,Cloud-AWS-AP-South,64.9,0,0
2024-07-30,DC-Mumbai,86.0,0,0
2024-07-30,DC-Delhi,57.0,0,0
2024-07-30,DC-Bangalore,86.6,0,0
2024-07-30,Cloud-AWS-AP-South,81.8,0,1
2024-07-31,DC-Mumbai,89.2,0,0
2024-07-31,DC-Delhi,91.6,0,0
2024-07-31,DC-Bangalore,69.4,0,0
2024-07-31,Cloud-AWS-AP-South,70.3,0,0
2024-08-01,DC-Mumbai,72.1,0,0
2024-08-01,DC-Delhi,69.8,0,0
2024-08-01,DC-Bangalore,82.6,0,0
2024-08-01,Cloud-AWS-AP-South,83.2,0,0
2024-08-02,DC-Mumbai,62.9,0,0
2024-08-02,DC-Delhi,54.5,0,0
2024-08-02,DC-Bangalore,69.4,0,0
2024-08-02,Cloud-AWS-AP-South,71.9,0,1
2024-08-03,DC-Mumbai,71.8,0,0
2024-08-03,DC-Delhi,78.7,0,0
2024-08-03,DC-Bangalore,54.6,0,0
2024-08-03,Cloud-AWS-AP-South,69.3,0,0
2024-08-04,DC-Mumbai,68.8,0,0
2024-08-04,DC-Delhi,63.0,0,0
2024-08-04,DC-Bangalore,0.0,20,0
2024-08-04,Cloud-AWS-AP-South,81.4,0,0
2024-08-05,DC-Mumbai,57.5,0,0
2024-08-05,DC-Delhi,67.3,0,0
2024-08-05,DC-Bangalore,54.8,0,0
2024-08-05,Cloud-AWS-AP-South,62.3,0,0
2024-08-06,DC-Mumbai,91.6,0,0
2024-08-06,DC-Delhi,88.9,0,0
2024-08-06,DC-Bangalore,81.7,0,0
2024-08-06,Cloud-AWS-AP-South,72.8,0,0
2024-08-07,DC-Mumbai,0.0,91,0
2024-08-07,DC-Delhi,66.3,0,0
2024-08-07,DC-Bangalore,45.9,0,1
2024-08-07,Cloud-AWS-AP-South,60.8,0,0
2024-08-08,DC-Mumbai,75.8,0,0
2024-08-08,DC-Delhi,46.6,0,0
2024-08-08,DC-Bangalore,62.3,0,0
2024-08-08,Cloud-AWS-AP-South,66.7,0,0
2024-08-09,DC-Mumbai,66.5,0,1
2024-08-09,DC-Delhi,78.9,0,0
2024-08-09,DC-Bangalore,45.3,0,0
2024-08-09,Cloud-AWS-AP-South,73.8,0,0
2024-08-10,DC-Mumbai,45.5,0,0
2024-08-10,DC-Delhi,73.4,0,0
2024-08-10,DC-Bangalore,59.0,0,0
2024-08-10,Cloud-AWS-AP-South,0.0,234,0
2024-08-11,DC-Mumbai,59.9,0,0
2024-08-11,DC-Delhi,66.5,0,0
2024-08-11,DC-Bangalore,57.3,0,0
2024-08-11,Cloud-AWS-AP-South,61.0,0,0
2024-08-12,DC-Mumbai,73.3,0,0
2024-08-12,DC-Delhi,73.8,0,0
2024-08-12,DC-Bangalore,69.2,0,0
2024-08-12,Cloud-AWS-AP-South,79.3,0,0
2024-08-13,DC-Mumbai,52.4,0,0
2024-08-13,DC-Delhi,67.0,0,1
2024-08-13,DC-Bangalore,53.9,0,0
2024-08-13,Cloud-AWS-AP-South,69.7,0,0
2024-08-14,DC-Mumbai,91.6,0,1
2024-08-14,DC-Delhi,48.3,0,1
2024-08-14,DC-Bangalore,51.9,0,0
2024-08-14,Cloud-AWS-AP-South,60.8,0,0
2024-08-15,DC-Mumbai,48.6,0,0
2024-08-15,DC-Delhi,45.2,0,0
2024-08-15,DC-Bangalore,82.5,0,0
2024-08-15,Cloud-AWS-AP-South,77.1,0,0
2024-08-16,DC-Mumbai,89.7,0,0
2024-08-16,DC-Delhi,52.6,0,0
2024-08-16,DC-Bangalore,54.8,0,0
2024-08-16,Cloud-AWS-AP-South,67.6,0,0
2024-08-17,DC-Mumbai,60.6,0,0
2024-08-17,DC-Delhi,58.4,0,0
2024-08-17,DC-Bangalore,86.9,0,0
2024-08-17,Cloud-AWS-AP-South,79.9,0,0
2024-08-18,DC-Mumbai,69.5,0,0
2024-08-18,DC-Delhi,78.7,0,0
2024-08-18,DC-Bangalore,45.9,0,0
2024-08-18,Cloud-AWS-AP-South,65.2,0,1
2024-08-19,DC-Mumbai,60.0,0,0
2024-08-19,DC-Delhi,62.3,0,0
2024-08-19,DC-Bangalore,71.5,0,0
2024-08-19,Cloud-AWS-AP-South,81.6,0,0
2024-08-20,DC-Mumbai,67.6,0,0
2024-08-20,DC-Delhi,57.2,0,0
2024-08-20,DC-Bangalore,48.5,0,0
2024-08-20,Cloud-AWS-AP-South,60.9,0,0
2024-08-21,DC-Mumbai,60.1,0,0
2024-08-21,DC-Delhi,76.8,0,0
2024-08-21,DC-Bangalore,68.8,0,0
2024-08-21,Cloud-AWS-AP-South,77.2,0,0
2024-08-22,DC-Mumbai,73.6,0,0
2024-08-22,DC-Delhi,57.0,0,0
2024-08-22,DC-Bangalore,62.0,0,0
2024-08-22,Cloud-AWS-AP-South,78.6,0,0
2024-08-23,DC-Mumbai,69.2,0,0
2024-08-23,DC-Delhi,64.0,0,0
2024-08-23,DC-Bangalore,86.8,0,0
2024-08-23,Cloud-AWS-AP-South,77.4,0,0
2024-08-24,DC-Mumbai,47.9,0,0
2024-08-24,DC-Delhi,90.6,0,0
2024-08-24,DC-Bangalore,49.1,0,0
2024-08-24,Cloud-AWS-AP-South,82.7,0,0
2024-08-25,DC-Mumbai,65.1,0,0
2024-08-25,DC-Delhi,63.1,0,0
2024-08-25,DC-Bangalore,51.5,0,0
2024-08-25,Cloud-AWS-AP-South,65.6,0,0
2024-08-26,DC-Mumbai,84.7,0,0
2024-08-26,DC-Delhi,83.3,0,0
2024-08-26,DC-Bangalore,62.1,0,0
2024-08-26,Cloud-AWS-AP-South,79.6,0,0
2024-08-27,DC-Mumbai,80.1,0,0
2024-08-27,DC-Delhi,52.2,0,0
2024-08-27,DC-Bangalore,91.5,0,1
2024-08-27,Cloud-AWS-AP-South,62.5,0,0
2024-08-28,DC-Mumbai,0.0,152,0
2024-08-28,DC-Delhi,46.9,0,0
2024-08-28,DC-Bangalore,46.2,0,0
2024-08-28,Cloud-AWS-AP-South,63.6,0,0
2024-08-29,DC-Mumbai,83.4,0,0
2024-08-29,DC-Delhi,50.0,0,0
2024-08-29,DC-Bangalore,64.4,0,0
2024-08-29,Cloud-AWS-AP-South,77.4,0,0
2024-08-30,DC-Mumbai,88.7,0,0
2024-08-30,DC-Delhi,91.3,0,0
2024-08-30,DC-Bangalore,0.0,139,0
2024-08-30,Cloud-AWS-AP-South,71.2,0,0
2024-08-31,DC-Mumbai,54.2,0,0
2024-08-31,DC-Delhi,78.5,0,0
2024-08-31,DC-Bangalore,57.1,0,0
2024-08-31,Cloud-AWS-AP-South,70.7,0,0
2024-09-01,DC-Mumbai,53.1,0,0
2024-09-01,DC-Delhi,64.7,0,0
2024-09-01,DC-Bangalore,75.9,0,0
2024-09-01,Cloud-AWS-AP-South,64.7,0,0
2024-09-02,DC-Mumbai,53.3,0,0
2024-09-02,DC-Delhi,51.6,0,0
2024-09-02,DC-Bangalore,74.0,0,0
2024-09-02,Cloud-AWS-AP-South,72.2,0,0
2024-09-03,DC-Mumbai,67.0,0,0
2024-09-03,DC-Delhi,84.8,0,0
2024-09-03,DC-Bangalore,87.2,0,0
2024-09-03,Cloud-AWS-AP-South,67.5,0,0
2024-09-04,DC-Mumbai,69.5,0,0
2024-09-04,DC-Delhi,78.3,0,0
2024-09-04,DC-Bangalore,59.6,0,0
2024-09-04,Cloud-AWS-AP-South,79.4,0,1
2024-09-05,DC-Mumbai,71.1,0,0
2024-09-05,DC-Delhi,73.6,0,0
2024-09-05,DC-Bangalore,72.8,0,0
2024-09-05,Cloud-AWS-AP-South,68.2,0,0
2024-09-06,DC-Mumbai,68.6,0,0
2024-09-06,DC-Delhi,81.9,0,0
2024-09-06,DC-Bangalore,54.6,0,1
2024-09-06,Cloud-AWS-AP-South,76.7,0,0
2024-09-07,DC-Mumbai,51.2,0,0
2024-09-07,DC-Delhi,58.6,0,0
2024-09-07,DC-Bangalore,49.6,0,0
2024-09-07,Cloud-AWS-AP-South,81.9,0,0
2024-09-08,DC-Mumbai,54.5,0,0
2024-09-08,DC-Delhi,54.9,0,0
2024-09-08,DC-Bangalore,83.4,0,0
2024-09-08,Cloud-AWS-AP-South,79.6,0,0
2024-09-09,DC-Mumbai,53.4,0,0
2024-09-09,DC-Delhi,49.3,0,0
2024-09-09,DC-Bangalore,68.3,0,0
2024-09-09,Cloud-AWS-AP-South,67.6,0,0
2024-09-10,DC-Mumbai,72.9,0,0
2024-09-10,DC-Delhi,54.9,0,0
2024-09-10,DC-Bangalore,78.7,0,0
2024-09-10,Cloud-AWS-AP-South,62.2,0,0
2024-09-11,DC-Mumbai,90.5,0,0
2024-09-11,DC-Delhi,74.4,0,0
2024-09-11,DC-Bangalore,60.2,0,0
2024-09-11,Cloud-AWS-AP-South,73.5,0,0
2024-09-12,DC-Mumbai,85.2,0,0
2024-09-12,DC-Delhi,74.8,0,0
2024-09-12,DC-Bangalore,85.2,0,0
2024-09-12,Cloud-AWS-AP-South,65.4,0,0
2024-09-13,DC-Mumbai,73.6,0,0
2024-09-13,DC-Delhi,80.7,0,0
2024-09-13,DC-Bangalore,66.7,0,0
2024-09-13,Cloud-AWS-AP-South,81.8,0,0
2024-09-14,DC-Mumbai,46.8,0,0
2024-09-14,DC-Delhi,58.0,0,0
2024-09-14,DC-Bangalore,90.8,0,0
2024-09-14,Cloud-AWS-AP-South,71.7,0,0
2024-09-15,DC-Mumbai,71.5,0,0
2024-09-15,DC-Delhi,73.8,0,0
2024-09-15,DC-Bangalore,58.5,0,0
2024-09-15,Cloud-AWS-AP-South,68.6,0,0
2024-09-16,DC-Mumbai,53.1,0,0
2024-09-16,DC-Delhi,54.5,0,0
2024-09-16,DC-Bangalore,62.6,0,0
2024-09-16,Cloud-AWS-AP-South,60.1,0,0
2024-09-17,DC-Mumbai,85.8,0,0
2024-09-17,DC-Delhi,57.9,0,0
2024-09-17,DC-Bangalore,46.0,0,0
2024-09-17,Cloud-AWS-AP-South,72.8,0,0
2024-09-18,DC-Mumbai,73.3,0,0
2024-09-18,DC-Delhi,72.7,0,0
2024-09-18,DC-Bangalore,61.3,0,0
2024-09-18,Cloud-AWS-AP-South,61.9,0,0
2024-09-19,DC-Mumbai,55.4,0,0
2024-09-19,DC-Delhi,91.3,0,0
2024-09-19,DC-Bangalore,81.7,0,0
2024-09-19,Cloud-AWS-AP-South,84.3,0,0
2024-09-20,DC-Mumbai,53.9,0,0
2024-09-20,DC-Delhi,48.2,0,0
2024-09-20,DC-Bangalore,70.9,0,0
2024-09-20,Cloud-AWS-AP-South,77.5,0,0
2024-09-21,DC-Mumbai,68.0,0,1
2024-09-21,DC-Delhi,46.6,0,0
2024-09-21,DC-Bangalore,45.4,0,0
2024-09-21,Cloud-AWS-AP-South,78.1,0,0
2024-09-22,DC-Mumbai,59.6,0,0
2024-09-22,DC-Delhi,87.9,0,0
2024-09-22,DC-Bangalore,61.1,0,0
2024-09-22,Cloud-AWS-AP-South,75.1,0,0
2024-09-23,DC-Mumbai,58.6,0,0
2024-09-23,DC-Delhi,88.9,0,0
2024-09-23,DC-Bangalore,90.8,0,0
2024-09-23,Cloud-AWS-AP-South,68.6,0,0
2024-09-24,DC-Mumbai,90.1,0,0
2024-09-24,DC-Delhi,51.6,0,0
2024-09-24,DC-Bangalore,45.9,0,1
2024-09-24,Cloud-AWS-AP-South,61.4,0,0
2024-09-25,DC-Mumbai,75.1,0,0
2024-09-25,DC-Delhi,82.0,0,0
2024-09-25,DC-Bangalore,91.7,0,0
2024-09-25,Cloud-AWS-AP-South,83.0,0,0
2024-09-26,DC-Mumbai,60.2,0,0
2024-09-26,DC-Delhi,57.1,0,0
2024-09-26,DC-Bangalore,70.1,0,1
2024-09-26,Cloud-AWS-AP-South,69.3,0,0
2024-09-27,DC-Mumbai,79.9,0,0
2024-09-27,DC-Delhi,60.1,0,0
2024-09-27,DC-Bangalore,45.2,0,0
2024-09-27,Cloud-AWS-AP-South,66.4,0,0
2024-09-28,DC-Mumbai,71.3,0,0
2024-09-28,DC-Delhi,86.2,0,0
2024-09-28,DC-Bangalore,66.5,0,1
2024-09-28,Cloud-AWS-AP-South,62.1,0,0
2024-09-29,DC-Mumbai,78.8,0,0
2024-09-29,DC-Delhi,78.2,0,0
2024-09-29,DC-Bangalore,47.6,0,0
2024-09-29,Cloud-AWS-AP-South,78.5,0,0
2024-09-30,DC-Mumbai,56.9,0,0
2024-09-30,DC-Delhi,91.1,0,0
2024-09-30,DC-Bangalore,59.1,0,0
2024-09-30,Cloud-AWS-AP-South,79.8,0,0
2024-10-01,DC-Mumbai,52.3,0,0
2024-10-01,DC-Delhi,90.2,0,0
2024-10-01,DC-Bangalore,89.0,0,0
2024-10-01,Cloud-AWS-AP-South,62.2,0,0
2024-10-02,DC-Mumbai,62.4,0,0
2024-10-02,DC-Delhi,79.7,0,0
2024-10-02,DC-Bangalore,83.8,0,0
2024-10-02,Cloud-AWS-AP-South,66.4,0,0
2024-10-03,DC-Mumbai,59.4,0,1
2024-10-03,DC-Delhi,63.4,0,0
2024-10-03,DC-Bangalore,64.5,0,0
2024-10-03,Cloud-AWS-AP-South,80.6,0,0
2024-10-04,DC-Mumbai,68.5,0,0
2024-10-04,DC-Delhi,82.5,0,0
2024-10-04,DC-Bangalore,61.5,0,0
2024-10-04,Cloud-AWS-AP-South,0.0,211,0
2024-10-05,DC-Mumbai,63.6,0,0
2024-10-05,DC-Delhi,72.6,0,0
2024-10-05,DC-Bangalore,53.7,0,0
