date,vendor_id,on_time_delivery,defect_rate_pct,lead_time_days,payment_delay_days,reliability_score,order_volume,compliance_score
2024-07-01,Vendor_G,1,0.5,7,0,95.0,38532,93.8
2024-07-01,Vendor_H,0,58.37,14,1,40.5,31171,44.9
2024-07-01,Vendor_I,1,22.19,11,0,79.0,34010,69.9
2024-07-01,Vendor_J,0,32.33,7,3,66.0,24378,60.6
2024-07-01,Vendor_K,1,32.46,9,0,72.0,36455,68.3
2024-07-01,Vendor_L,1,11.93,7,1,82.0,40548,79.3
2024-07-01,Vendor_M,0,40.45,8,1,61.0,48094,64.3
2024-07-01,Vendor_N,0,23.8,8,2,72.0,25062,74.0
2024-07-01,Vendor_O,0,16.83,10,0,87.0,25807,88.3
2024-07-08,Vendor_A,1,17.42,6,0,87.0,40696,80.8
2024-07-08,Vendor_B,1,32.37,10,0,66.0,18540,64.5
2024-07-08,Vendor_C,1,54.64,18,0,44.2,1648,49.2
2024-07-08,Vendor_D,1,20.35,7,7,73.0,38663,67.4
2024-07-08,Vendor_E,1,12.32,7,0,90.0,21024,92.3
2024-07-08,Vendor_F,1,13.14,6,0,88.0,5078,83.4
2024-07-08,Vendor_G,1,4.21,5,0,95.0,45580,90.2
2024-07-08,Vendor_H,1,61.53,15,15,40.2,33326,43.7
2024-07-08,Vendor_I,1,24.77,6,0,79.0,33217,70.4
2024-07-08,Vendor_J,0,30.56,11,1,66.0,10000,59.4
2024-07-08,Vendor_K,0,27.45,8,0,72.0,13677,72.0
2024-07-08,Vendor_L,1,15.99,6,0,82.0,35913,85.0
2024-07-08,Vendor_M,0,45.65,9,2,61.0,24913,61.5
2024-07-08,Vendor_N,1,31.82,7,0,72.0,44162,70.2
2024-07-08,Vendor_O,0,18.34,6,0,87.0,4074,79.5
2024-07-15,Vendor_A,1,23.2,10,0,87.0,48607,90.3
2024-07-15,Vendor_B,0,38.2,10,3,66.0,43692,61.3
2024-07-15,Vendor_C,1,45.82,15,0,43.9,9448,41.2
2024-07-15,Vendor_D,0,27.81,9,3,73.0,15859,76.1
2024-07-15,Vendor_E,1,13.56,6,0,90.0,41101,90.9
2024-07-15,Vendor_F,1,13.9,6,0,88.0,26053,88.0
2024-07-15,Vendor_G,1,11.58,5,0,95.0,5800,99.0
2024-07-15,Vendor_H,0,58.52,23,3,39.9,39815,32.3
2024-07-15,Vendor_I,0,26.66,10,1,79.0,2799,78.8
2024-07-15,Vendor_J,1,36.37,11,0,66.0,28744,70.5
2024-07-15,Vendor_K,1,29.79,9,1,72.0,37312,73.8
2024-07-15,Vendor_L,1,17.65,10,1,82.0,28503,76.6
2024-07-15,Vendor_M,1,24.44,10,0,61.0,41808,55.7
2024-07-15,Vendor_N,0,29.19,9,3,72.0,41745,73.8
2024-07-15,Vendor_O,1,14.04,7,1,87.0,32087,78.7
2024-07-22,Vendor_A,1,11.41,7,0,87.0,35752,86.4
2024-07-22,Vendor_B,1,42.06,12,1,66.0,19075,63.1
2024-07-22,Vendor_C,0,70.1,14,0,43.7,20757,43.6
2024-07-22,Vendor_D,1,27.73,12,0,73.0,46364,73.6
2024-07-22,Vendor_E,1,18.77,4,0,90.0,9188,93.6
2024-07-22,Vendor_F,0,12.87,6,0,88.0,22762,78.4
2024-07-22,Vendor_G,1,8.98,10,0,95.0,4107,87.5
2024-07-22,Vendor_H,0,61.24,17,0,39.7,1030,36.4
2024-07-22,Vendor_I,1,19.42,6,3,79.0,24198,83.9
2024-07-22,Vendor_J,1,39.8,10,0,66.0,17920,66.4
2024-07-22,Vendor_K,1,24.95,4,0,72.0,28045,70.2
2024-07-22,Vendor_L,1,21.9,8,0,82.0,4365,75.8
2024-07-22,Vendor_M,1,39.67,9,0,61.0,41378,62.0
2024-07-22,Vendor_N,0,27.17,11,3,72.0,31364,67.4
2024-07-22,Vendor_O,1,11.85,5,0,87.0,27899,82.2
2024-07-29,Vendor_A,1,23.06,6,1,87.0,41345,87.9
2024-07-29,Vendor_B,1,40.68,9,0,66.0,16913,58.4
2024-07-29,Vendor_C,0,59.5,16,3,43.4,20549,45.3
2024-07-29,Vendor_D,1,37.37,9,0,73.0,5487,76.5
2024-07-29,Vendor_E,1,10.33,8,1,90.0,14735,85.7
2024-07-29,Vendor_F,1,11.02,7,0,88.0,20623,85.0
2024-07-29,Vendor_G,1,7.74,14,0,95.0,35265,85.8
2024-07-29,Vendor_H,1,62.89,16,0,39.4,10030,39.3
2024-07-29,Vendor_I,1,23.17,8,0,79.0,35847,71.8
2024-07-29,Vendor_J,0,42.05,11,0,66.0,29380,67.6
2024-07-29,Vendor_K,1,25.89,10,1,72.0,11309,63.2
2024-07-29,Vendor_L,0,20.01,10,2,82.0,13048,81.3
2024-07-29,Vendor_M,1,49.03,9,0,61.0,37895,64.7
2024-07-29,Vendor_N,0,29.81,8,0,72.0,22337,62.8
2024-07-29,Vendor_O,1,15.38,9,1,87.0,37484,80.9
2024-08-05,Vendor_A,1,12.04,8,0,87.0,39967,89.0
2024-08-05,Vendor_B,1,34.09,8,0,66.0,49275,69.5
2024-08-05,Vendor_C,1,60.25,14,0,43.1,40775,34.3
2024-08-05,Vendor_D,0,26.84,12,0,73.0,6291,74.4
2024-08-05,Vendor_E,0,8.56,9,0,90.0,20602,83.2
2024-08-05,Vendor_F,1,10.93,5,0,88.0,11430,91.5
2024-08-05,Vendor_G,1,2.99,5,0,95.0,14916,96.0
2024-08-05,Vendor_H,1,60.62,22,4,39.1,26343,38.6
2024-08-05,Vendor_I,1,26.05,10,0,79.0,11848,79.4
2024-08-05,Vendor_J,1,35.55,12,2,66.0,8049,58.0
2024-08-05,Vendor_K,1,28.97,10,6,72.0,36179,66.6
2024-08-05,Vendor_L,1,22.2,7,0,82.0,42060,79.8
2024-08-05,Vendor_M,1,33.73,16,6,61.0,18844,52.7
2024-08-05,Vendor_N,0,28.42,14,1,72.0,7794,65.4
2024-08-05,Vendor_O,1,10.85,9,0,87.0,38611,84.6
2024-08-12,Vendor_A,1,17.19,5,0,87.0,2874,86.9
2024-08-12,Vendor_B,1,41.44,13,4,66.0,21058,62.4
2024-08-12,Vendor_C,0,68.3,17,2,42.8,33432,44.0
2024-08-12,Vendor_D,1,22.43,8,0,73.0,46147,76.1
2024-08-12,Vendor_E,0,8.39,3,1,90.0,27532,87.3
2024-08-12,Vendor_F,1,13.94,3,0,88.0,41995,90.7
2024-08-12,Vendor_G,1,14.84,7,0,95.0,26037,93.1
2024-08-12,Vendor_H,0,52.28,14,3,38.8,6453,33.2
2024-08-12,Vendor_I,1,18.83,8,0,79.0,7348,71.3
2024-08-12,Vendor_J,0,33.3,8,1,66.0,20079,69.0
2024-08-12,Vendor_K,0,20.89,8,2,72.0,24270,69.6
2024-08-12,Vendor_L,1,19.88,9,3,82.0,29230,80.2
2024-08-12,Vendor_M,1,38.7,11,0,61.0,42006,61.7
2024-08-12,Vendor_N,1,25.78,7,0,72.0,22863,76.0
2024-08-12,Vendor_O,1,14.78,8,0,87.0,45200,82.8
2024-08-19,Vendor_A,1,17.63,8,0,87.0,24053,86.2
2024-08-19,Vendor_B,1,29.37,7,4,66.0,47234,65.9
2024-08-19,Vendor_C,1,54.0,14,0,42.5,13827,41.2
2024-08-19,Vendor_D,1,25.61,12,0,73.0,36253,74.1
2024-08-19,Vendor_E,1,23.17,7,2,90.0,47123,90.6
2024-08-19,Vendor_F,1,16.47,8,1,88.0,1400,88.4
2024-08-19,Vendor_G,1,10.61,8,1,95.0,5779,95.1
2024-08-19,Vendor_H,1,59.0,16,0,38.5,15741,32.9
2024-08-19,Vendor_I,1,29.76,11,0,79.0,6753,76.4
2024-08-19,Vendor_J,0,22.23,10,0,66.0,12620,64.5
2024-08-19,Vendor_K,1,25.53,7,0,72.0,30106,72.8
2024-08-19,Vendor_L,1,27.42,7,2,82.0,36942,84.6
2024-08-19,Vendor_M,0,37.89,9,1,61.0,35315,65.3
2024-08-19,Vendor_N,1,26.04,9,0,72.0,29960,75.6
2024-08-19,Vendor_O,1,8.94,4,0,87.0,10834,83.9
2024-08-26,Vendor_A,1,17.82,6,0,87.0,34345,82.9
2024-08-26,Vendor_B,0,41.53,10,0,66.0,48389,56.3
2024-08-26,Vendor_C,0,58.06,15,0,42.2,14932,44.6
2024-08-26,Vendor_D,1,22.05,10,2,73.0,21214,72.3
2024-08-26,Vendor_E,1,14.03,7,1,90.0,28666,92.1
2024-08-26,Vendor_F,0,13.54,8,0,88.0,15303,80.2
2024-08-26,Vendor_G,1,0.91,4,0,95.0,6883,86.6
2024-08-26,Vendor_H,0,62.26,16,1,38.2,44238,35.9
2024-08-26,Vendor_I,0,13.88,6,0,79.0,10316,73.4
2024-08-26,Vendor_J,0,36.7,13,0,66.0,42702,61.8
2024-08-26,Vendor_K,1,34.61,9,0,72.0,11735,69.9
2024-08-26,Vendor_L,1,17.68,8,0,82.0,37465,78.8
2024-08-26,Vendor_M,0,42.7,9,0,61.0,32952,55.5
2024-08-26,Vendor_N,1,36.35,10,0,72.0,23474,70.9
2024-08-26,Vendor_O,1,18.84,7,0,87.0,38422,88.2
2024-09-02,Vendor_A,1,17.08,10,0,87.0,29551,88.9
2024-09-02,Vendor_B,1,30.32,8,0,66.0,49053,68.4
2024-09-02,Vendor_C,0,53.46,18,1,41.9,37730,42.8
2024-09-02,Vendor_D,1,31.45,11,1,73.0,8873,75.8
2024-09-02,Vendor_E,1,8.32,7,0,90.0,8541,81.6
2024-09-02,Vendor_F,1,5.18,9,0,88.0,20152,82.2
2024-09-02,Vendor_G,1,0.0,8,0,95.0,42248,87.6
2024-09-02,Vendor_H,1,51.77,15,0,37.9,22368,41.6
2024-09-02,Vendor_I,0,22.05,10,1,79.0,3304,76.7
2024-09-02,Vendor_J,0,37.01,10,5,66.0,25268,59.7
2024-09-02,Vendor_K,0,31.5,10,1,72.0,14722,62.5
2024-09-02,Vendor_L,1,16.0,8,0,82.0,30013,74.6
2024-09-02,Vendor_M,1,37.07,14,0,61.0,31608,65.6
2024-09-02,Vendor_N,1,28.53,11,1,72.0,38465,65.0
2024-09-02,Vendor_O,1,9.07,8,0,87.0,13327,83.5
2024-09-09,Vendor_A,0,13.92,6,1,87.0,23546,87.9
2024-09-09,Vendor_B,1,31.45,8,0,66.0,35624,63.5
2024-09-09,Vendor_C,0,60.18,14,0,41.6,44789,43.4
2024-09-09,Vendor_D,1,27.53,12,0,73.0,29455,71.5
2024-09-09,Vendor_E,0,13.08,7,0,90.0,45283,91.5
2024-09-09,Vendor_F,1,8.59,7,0,88.0,38613,89.2
2024-09-09,Vendor_G,1,2.32,10,0,95.0,10893,93.1
2024-09-09,Vendor_H,0,63.35,18,7,37.6,26059,33.1
2024-09-09,Vendor_I,1,27.68,6,0,79.0,43623,76.8
2024-09-09,Vendor_J,1,37.17,12,0,66.0,25238,59.7
2024-09-09,Vendor_K,1,24.29,9,4,72.0,12161,67.4
2024-09-09,Vendor_L,1,18.21,6,0,82.0,12552,85.6
2024-09-09,Vendor_M,0,42.91,11,4,61.0,11945,59.4
2024-09-09,Vendor_N,1,32.33,9,0,72.0,30767,67.5
2024-09-09,Vendor_O,1,3.79,10,0,87.0,7336,89.9
2024-09-16,Vendor_A,1,11.0,6,0,87.0,35743,86.5
2024-09-16,Vendor_B,1,28.36,8,0,66.0,11649,61.5
2024-09-16,Vendor_C,1,55.51,17,0,41.4,3748,42.9
2024-09-16,Vendor_D,0,34.98,10,1,73.0,16593,66.3
2024-09-16,Vendor_E,1,6.98,12,0,90.0,34875,91.0
2024-09-16,Vendor_F,1,8.43,9,0,88.0,9214,89.9
2024-09-16,Vendor_G,1,0.91,11,0,95.0,26072,87.6
2024-09-16,Vendor_H,1,62.66,23,5,37.4,39184,30.4
2024-09-16,Vendor_I,1,20.94,13,1,79.0,49979,69.0
2024-09-16,Vendor_J,1,37.08,9,0,66.0,48314,56.8
2024-09-16,Vendor_K,1,25.95,12,0,72.0,6390,64.0
2024-09-16,Vendor_L,1,24.83,6,0,82.0,2465,78.1
2024-09-16,Vendor_M,0,37.52,10,2,61.0,19596,62.2
2024-09-16,Vendor_N,1,27.97,8,0,72.0,11362,72.4
2024-09-16,Vendor_O,1,9.52,6,0,87.0,43406,88.9
2024-09-23,Vendor_A,0,10.75,9,0,87.0,21252,85.7
2024-09-23,Vendor_B,1,43.08,15,0,66.0,13286,64.9
2024-09-23,Vendor_C,1,54.76,19,1,41.1,47698,42.0
2024-09-23,Vendor_D,1,32.68,10,0,73.0,11230,69.1
2024-09-23,Vendor_E,1,9.06,8,0,90.0,45897,89.7
2024-09-23,Vendor_F,1,18.1,5,1,88.0,33911,84.0
2024-09-23,Vendor_G,1,0.0,7,0,95.0,17838,85.1
2024-09-23,Vendor_H,0,55.35,14,0,37.1,40872,29.1
2024-09-23,Vendor_I,1,21.23,7,0,79.0,22631,73.7
2024-09-23,Vendor_J,0,40.76,8,2,66.0,44107,70.6
2024-09-23,Vendor_K,1,23.56,7,0,72.0,19163,69.8
2024-09-23,Vendor_L,1,21.1,5,0,82.0,32383,86.8
2024-09-23,Vendor_M,1,34.2,9,1,61.0,27585,60.4
2024-09-23,Vendor_N,1,38.87,7,2,72.0,33401,75.0
2024-09-23,Vendor_O,1,11.44,7,1,87.0,10914,89.4
2024-09-30,Vendor_A,1,8.78,5,0,87.0,32840,81.6
2024-09-30,Vendor_B,1,41.97,12,0,66.0,5917,58.6
2024-09-30,Vendor_C,0,56.14,19,9,40.8,29460,31.7
2024-09-30,Vendor_D,0,28.14,8,4,73.0,2171,73.2
2024-09-30,Vendor_E,1,9.63,6,0,90.0,36115,88.8
2024-09-30,Vendor_F,1,6.02,13,1,88.0,48839,88.7
2024-09-30,Vendor_G,1,1.72,10,0,95.0,49786,96.3
2024-09-30,Vendor_H,0,65.59,17,0,36.8,43889,38.7
2024-09-30,Vendor_I,1,20.79,4,0,79.0,12074,70.1
2024-09-30,Vendor_J,0,34.02,13,0,66.0,15742,59.8
2024-09-30,Vendor_K,0,32.06,5,3,72.0,22235,75.7
2024-09-30,Vendor_L,1,13.5,8,0,82.0,35778,79.9
2024-09-30,Vendor_M,1,40.05,11,0,61.0,42633,64.7
2024-09-30,Vendor_N,0,23.55,11,0,72.0,13149,77.0
2024-09-30,Vendor_O,1,12.48,5,1,87.0,24641,78.9
2024-10-07,Vendor_A,1,6.4,9,0,87.0,29445,78.0
2024-10-07,Vendor_B,1,39.07,10,0,66.0,22532,68.9
2024-10-07,Vendor_C,0,67.51,17,0,40.5,34923,37.9
2024-10-07,Vendor_D,1,31.55,6,0,73.0,1134,71.4
2024-10-07,Vendor_E,1,15.79,6,0,90.0,39719,92.5
2024-10-07,Vendor_F,1,12.23,5,0,88.0,20232,88.6
2024-10-07,Vendor_G,1,2.95,5,0,95.0,20259,95.4
2024-10-07,Vendor_H,0,54.84,19,0,36.5,13222,35.5
2024-10-07,Vendor_I,1,20.83,8,0,79.0,41571,71.3
2024-10-07,Vendor_J,1,26.39,15,0,66.0,22736,59.0
2024-10-07,Vendor_K,0,37.12,12,0,72.0,16429,69.8
2024-10-07,Vendor_L,1,18.9,8,3,82.0,3547,82.6
2024-10-07,Vendor_M,1,43.15,9,1,61.0,12828,55.9
2024-10-07,Vendor_N,0,32.02,7,1,72.0,34901,75.8
2024-10-07,Vendor_O,1,19.73,6,0,87.0,35785,81.2
2024-10-14,Vendor_A,1,18.8,7,0,87.0,5785,87.3
2024-10-14,Vendor_B,1,38.41,11,0,66.0,26726,65.8
2024-10-14,Vendor_C,1,65.42,19,0,40.2,17595,41.9
2024-10-14,Vendor_D,1,36.87,12,0,73.0,24160,68.1
2024-10-14,Vendor_E,1,4.85,3,0,90.0,48949,87.2
2024-10-14,Vendor_F,1,5.94,6,1,88.0,22589,85.4
2024-10-14,Vendor_G,1,0.0,7,0,95.0,49804,90.3
2024-10-14,Vendor_H,1,63.38,19,0,36.2,25381,35.6
2024-10-14,Vendor_I,1,16.95,11,0,79.0,10886,71.3
2024-10-14,Vendor_J,0,42.33,7,0,66.0,36431,57.5
2024-10-14,Vendor_K,1,23.24,11,0,72.0,13531,68.4
2024-10-14,Vendor_L,1,19.73,8,0,82.0,15966,74.8
2024-10-14,Vendor_M,1,45.37,13,0,61.0,12588,62.2
2024-10-14,Vendor_N,1,26.62,13,0,72.0,26055,73.5
2024-10-14,Vendor_O,1,5.46,5,1,87.0,36660,78.8
2024-10-21,Vendor_A,1,16.51,6,0,87.0,4714,90.0
2024-10-21,Vendor_B,0,42.0,13,5,66.0,31885,57.5
2024-10-21,Vendor_C,0,62.86,17,0,39.9,6819,36.8
2024-10-21,Vendor_D,0,26.91,7,0,73.0,41259,68.6
2024-10-21,Vendor_E,0,16.38,4,0,90.0,49393,90.5
2024-10-21,Vendor_F,1,16.15,7,0,88.0,37723,84.6
2024-10-21,Vendor_G,0,4.69,6,0,95.0,9685,95.9
2024-10-21,Vendor_H,0,67.51,16,0,35.9,39458,33.2
2024-10-21,Vendor_I,1,19.95,8,0,79.0,32598,83.5
2024-10-21,Vendor_J,1,31.39,10,1,66.0,24777,67.6
2024-10-21,Vendor_K,1,37.23,11,1,72.0,29010,76.1
2024-10-21,Vendor_L,1,24.36,7,2,82.0,46755,75.5
2024-10-21,Vendor_M,1,44.6,10,7,61.0,9530,58.3
2024-10-21,Vendor_N,1,30.23,14,0,72.0,13676,67.8
2024-10-21,Vendor_O,1,10.19,6,0,87.0,13839,90.4
2024-10-28,Vendor_A,1,10.14,10,0,87.0,37698,80.9
2024-10-28,Vendor_B,1,25.93,11,0,66.0,7231,70.3
2024-10-28,Vendor_C,1,58.03,18,0,39.6,13437,36.7
2024-10-28,Vendor_D,0,30.17,10,0,73.0,43460,75.6
2024-10-28,Vendor_E,0,3.51,12,0,90.0,38640,94.5
2024-10-28,Vendor_F,1,11.36,5,0,88.0,33856,81.0
2024-10-28,Vendor_G,1,5.69,7,0,95.0,42540,89.7
2024-10-28,Vendor_H,0,69.91,18,5,35.6,14456,37.8
2024-10-28,Vendor_I,1,28.82,11,0,79.0,1591,83.3
2024-10-28,Vendor_J,1,26.05,11,2,66.0,5612,58.7
2024-10-28,Vendor_K,1,24.15,9,0,72.0,14395,70.6
2024-10-28,Vendor_L,1,24.94,12,2,82.0,20595,77.7
2024-10-28,Vendor_M,1,38.57,13,2,61.0,27651,51.7
2024-10-28,Vendor_N,1,27.63,13,0,72.0,1029,72.2
2024-10-28,Vendor_O,1,16.02,9,0,87.0,2299,91.6
2024-11-04,Vendor_A,1,15.8,9,0,87.0,16425,84.6
2024-11-04,Vendor_B,1,36.36,10,2,66.0,30866,64.1
2024-11-04,Vendor_C,0,59.51,17,0,39.3,2350,41.3
2024-11-04,Vendor_D,1,32.92,6,0,73.0,7119,66.9
2024-11-04,Vendor_E,1,21.38,8,0,90.0,6091,87.5
2024-11-04,Vendor_F,1,15.97,6,0,88.0,6742,84.4
2024-11-04,Vendor_G,1,6.77,5,0,95.0,45824,94.2
2024-11-04,Vendor_H,0,66.3,20,0,35.3,49544,28.8
2024-11-04,Vendor_I,0,21.13,9,0,79.0,24252,82.6
2024-11-04,Vendor_J,0,26.4,8,2,66.0,11920,67.9
2024-11-04,Vendor_K,1,18.01,11,1,72.0,35451,70.8
2024-11-04,Vendor_L,1,16.71,5,0,82.0,44353,79.3
2024-11-04,Vendor_M,0,42.91,13,0,61.0,3585,56.9
2024-11-04,Vendor_N,1,33.71,11,0,72.0,43168,74.7
2024-11-04,Vendor_O,0,9.31,6,2,87.0,20013,85.9
2024-11-11,Vendor_A,0,13.89,10,0,87.0,21722,85.3
2024-11-11,Vendor_B,0,31.74,11,7,66.0,38805,57.8
2024-11-11,Vendor_C,1,57.72,19,1,39.1,16280,42.3
2024-11-11,Vendor_D,1,19.75,6,0,73.0,40412,72.1
2024-11-11,Vendor_E,1,11.74,9,0,90.0,43402,89.8
2024-11-11,Vendor_F,1,15.26,7,0,88.0,17387,92.8
2024-11-11,Vendor_G,1,7.94,10,0,95.0,44128,89.6
2024-11-11,Vendor_H,0,58.16,19,5,35.1,28710,25.4
2024-11-11,Vendor_I,1,25.43,10,0,79.0,11606,73.1
2024-11-11,Vendor_J,1,27.16,11,0,66.0,27610,63.5
2024-11-11,Vendor_K,1,31.47,11,0,72.0,41223,65.8
2024-11-11,Vendor_L,1,17.44,8,0,82.0,14505,82.0
2024-11-11,Vendor_M,1,32.09,11,0,61.0,23820,54.9
2024-11-11,Vendor_N,0,34.81,8,2,72.0,44575,68.2
2024-11-11,Vendor_O,0,7.26,5,0,87.0,38152,82.6
2024-11-18,Vendor_A,0,8.3,5,2,87.0,41586,90.6
2024-11-18,Vendor_B,1,31.74,15,0,66.0,11234,67.7
2024-11-18,Vendor_C,1,52.69,20,0,38.8,24299,31.5
2024-11-18,Vendor_D,1,27.69,6,0,73.0,11767,74.2
2024-11-18,Vendor_E,1,3.14,7,0,90.0,25019,81.8
2024-11-18,Vendor_F,1,13.15,9,0,88.0,40924,78.1
2024-11-18,Vendor_G,1,7.26,7,0,95.0,8617,85.7
2024-11-18,Vendor_H,0,67.35,19,0,35.0,11511,32.7
2024-11-18,Vendor_I,1,22.99,6,3,79.0,33385,72.5
2024-11-18,Vendor_J,1,32.75,10,0,66.0,33971,68.7
2024-11-18,Vendor_K,1,31.26,10,0,72.0,45577,75.6
2024-11-18,Vendor_L,1,25.24,2,2,82.0,10307,76.5
2024-11-18,Vendor_M,1,43.6,7,3,61.0,4370,55.4
2024-11-18,Vendor_N,1,33.29,10,0,72.0,32296,67.2
2024-11-18,Vendor_O,1,16.41,10,0,87.0,39880,82.9
2024-11-25,Vendor_A,1,15.21,7,1,87.0,8206,83.7
2024-11-25,Vendor_B,0,32.43,9,0,66.0,28212,66.6
2024-11-25,Vendor_C,1,54.81,17,2,38.5,16260,37.6
2024-11-25,Vendor_D,1,31.35,10,0,73.0,14850,76.6
2024-11-25,Vendor_E,1,16.76,10,0,90.0,46784,90.7
2024-11-25,Vendor_F,1,8.24,6,0,88.0,27392,90.5
2024-11-25,Vendor_G,1,6.39,6,0,95.0,31520,93.7
2024-11-25,Vendor_H,1,70.12,20,0,35.0,38904,34.3
2024-11-25,Vendor_I,1,22.46,9,0,79.0,42219,73.3
2024-11-25,Vendor_J,1,39.98,10,0,66.0,30812,66.6
2024-11-25,Vendor_K,0,27.58,10,0,72.0,48364,67.0
2024-11-25,Vendor_L,0,17.6,10,0,82.0,6896,76.7
2024-11-25,Vendor_M,0,32.74,13,9,61.0,5155,65.5
2024-11-25,Vendor_N,0,32.38,13,0,72.0,30361,70.4
2024-11-25,Vendor_O,1,9.81,8,1,87.0,18420,85.6
2024-12-02,Vendor_A,1,6.44,7,0,87.0,29841,79.1
2024-12-02,Vendor_B,1,30.61,9,2,66.0,35591,57.1
2024-12-02,Vendor_C,1,64.16,19,2,38.2,45938,39.5
2024-12-02,Vendor_D,1,22.63,10,0,73.0,8875,70.7
2024-12-02,Vendor_E,1,8.44,5,0,90.0,25871,94.0
2024-12-02,Vendor_F,1,12.45,7,0,88.0,46873,78.5
2024-12-02,Vendor_G,1,10.69,7,0,95.0,37503,98.5
2024-12-02,Vendor_H,0,59.59,16,0,35.0,37837,31.6
2024-12-02,Vendor_I,1,14.11,10,0,79.0,29462,76.7
2024-12-02,Vendor_J,1,41.79,11,0,66.0,15542,65.4
2024-12-02,Vendor_K,1,18.6,11,0,72.0,32986,62.3
2024-12-02,Vendor_L,1,15.96,11,1,82.0,40239,86.5
2024-12-02,Vendor_M,1,40.95,13,3,61.0,40586,53.9
2024-12-02,Vendor_N,1,35.9,8,0,72.0,28356,68.8
2024-12-02,Vendor_O,1,8.39,7,0,87.0,36405,89.8
2024-12-09,Vendor_A,1,4.23,6,1,87.0,37007,88.3
2024-12-09,Vendor_B,1,35.22,12,0,66.0,21053,56.4
2024-12-09,Vendor_C,1,52.66,18,6,37.9,45818,38.5
2024-12-09,Vendor_D,0,21.07,11,0,73.0,43745,77.9
2024-12-09,Vendor_E,1,10.1,8,0,90.0,42938,83.3
2024-12-09,Vendor_F,1,24.36,6,0,88.0,41565,79.5
2024-12-09,Vendor_G,1,6.02,5,0,95.0,15846,95.1
2024-12-09,Vendor_H,0,59.51,21,0,35.0,45778,26.3
2024-12-09,Vendor_I,1,29.51,7,1,79.0,2076,80.7
2024-12-09,Vendor_J,0,36.55,9,0,66.0,41642,62.1
2024-12-09,Vendor_K,0,19.34,10,3,72.0,5187,75.8
2024-12-09,Vendor_L,1,10.05,7,0,82.0,30079,86.9
2024-12-09,Vendor_M,1,41.76,10,5,61.0,28334,63.8
2024-12-09,Vendor_N,1,26.08,7,0,72.0,19131,63.2
2024-12-09,Vendor_O,1,11.21,9,0,87.0,17094,83.5
2024-12-16,Vendor_A,1,15.2,6,0,87.0,47057,80.2
2024-12-16,Vendor_B,1,30.07,8,4,66.0,10941,63.3
2024-12-16,Vendor_C,0,58.81,17,6,37.6,47204,33.9
2024-12-16,Vendor_D,0,30.75,12,1,73.0,45969,73.9
2024-12-16,Vendor_E,1,7.0,11,0,90.0,17107,86.0
2024-12-16,Vendor_F,0,11.23,8,0,88.0,16473,92.0
2024-12-16,Vendor_G,0,3.82,4,0,95.0,40265,85.2
2024-12-16,Vendor_H,0,64.89,20,13,35.0,11334,34.0
2024-12-16,Vendor_I,1,17.58,10,0,79.0,25066,79.1
2024-12-16,Vendor_J,1,35.61,11,2,66.0,13073,70.7
2024-12-16,Vendor_K,1,34.04,8,3,72.0,16040,67.8
2024-12-16,Vendor_L,1,25.44,8,0,82.0,28198,83.4
2024-12-16,Vendor_M,1,36.53,10,0,61.0,35303,56.5
2024-12-16,Vendor_N,1,31.89,5,0,72.0,15915,70.5
2024-12-16,Vendor_O,1,12.77,10,0,87.0,49415,80.3
2024-12-23,Vendor_A,1,15.14,7,1,87.0,19837,84.7
2024-12-23,Vendor_B,1,35.88,12,0,66.0,22861,68.0
2024-12-23,Vendor_C,0,57.6,19,0,37.3,18978,40.5
2024-12-23,Vendor_D,0,27.15,10,3,73.0,23232,77.9
2024-12-23,Vendor_E,1,13.93,6,0,90.0,46898,85.4
2024-12-23,Vendor_F,1,20.54,4,0,88.0,44271,85.2
2024-12-23,Vendor_G,1,8.23,10,0,95.0,31263,85.4
2024-12-23,Vendor_H,0,65.14,18,0,35.0,23078,26.0
2024-12-23,Vendor_I,1,15.25,7,1,79.0,46014,76.0
2024-12-23,Vendor_J,0,31.83,12,0,66.0,38590,63.6
2024-12-23,Vendor_K,1,21.16,12,0,72.0,16747,76.6
2024-12-23,Vendor_L,1,14.99,8,1,82.0,32686,74.9
2024-12-23,Vendor_M,1,36.37,9,0,61.0,48251,57.2
2024-12-23,Vendor_N,1,26.93,8,0,72.0,46384,75.2
2024-12-23,Vendor_O,1,6.98,4,2,87.0,27591,90.0
2024-12-30,Vendor_A,1,13.52,8,0,87.0,8351,84.8
2024-12-30,Vendor_B,0,38.49,9,0,66.0,44919,68.7
2024-12-30,Vendor_C,0,60.12,18,0,37.0,45446,36.5
2024-12-30,Vendor_D,1,26.0,8,0,73.0,5742,68.6
2024-12-30,Vendor_E,0,8.51,4,0,90.0,24349,93.9
2024-12-30,Vendor_F,1,12.49,8,1,88.0,17196,83.2
2024-12-30,Vendor_G,1,3.72,4,0,95.0,42564,98.7
2024-12-30,Vendor_H,0,60.55,20,9,35.0,7873,26.6
2024-12-30,Vendor_I,1,21.27,6,0,79.0,30316,82.4
2024-12-30,Vendor_J,1,29.76,9,3,66.0,42909,62.4
2024-12-30,Vendor_K,0,33.99,9,0,72.0,23427,74.5
2024-12-30,Vendor_L,1,14.01,5,3,82.0,42982,74.6
2024-12-30,Vendor_M,1,27.39,7,7,61.0,9840,61.6
2024-12-30,Vendor_N,1,28.08,7,1,72.0,18669,66.7
