date,region,category,channel,revenue,units_sold,orders,avg_order_value,cost,margin,margin_pct,anomaly_flag
2024-01-23,Mumbai,FMCG-Home Care,General Trade,384168.93,4145,106,3624.24,300171.18,83997.75,0.215,0
2024-01-23,Mumbai,FMCG-Health,General Trade,366538.22,5337,280,1309.07,224052.3,142485.91,0.4,0
2024-01-23,Delhi,FMCG-Food,General Trade,252794.59,3153,150,1685.3,148173.48,104621.11,0.4,0
2024-01-23,Delhi,FMCG-Beverage,General Trade,318012.97,3335,75,4240.17,185969.12,132043.85,0.4,0
2024-01-23,Delhi,FMCG-Personal Care,E-Commerce,307886.38,2069,53,5809.18,185659.46,122226.92,0.371,0
2024-01-23,Delhi,FMCG-Home Care,Institutional,219735.96,1659,59,3724.34,171664.66,48071.3,0.218,0
2024-01-23,Delhi,FMCG-Health,Institutional,405309.17,3001,65,6235.53,316593.95,88715.22,0.205,0
2024-01-23,Bangalore,FMCG-Food,E-Commerce,226670.88,1660,97,2336.81,136248.76,90422.13,0.397,0
2024-01-23,Bangalore,FMCG-Beverage,General Trade,159886.36,1795,37,4321.25,113068.38,46817.99,0.308,0
2024-01-23,Bangalore,FMCG-Personal Care,Institutional,314886.14,6554,148,2127.61,196536.25,118349.89,0.347,0
2024-01-23,Bangalore,FMCG-Home Care,Export,326507.49,2935,61,5352.58,254219.05,72288.44,0.206,0
2024-01-23,Bangalore,FMCG-Health,E-Commerce,303518.06,2142,57,5324.88,178854.09,124663.97,0.4,0
2024-01-23,Chennai,FMCG-Food,Modern Trade,216698.6,2060,45,4815.52,125698.21,91000.4,0.4,0
2024-01-23,Chennai,FMCG-Beverage,Institutional,213925.91,2042,102,2097.31,163426.35,50499.56,0.249,0
2024-01-23,Chennai,FMCG-Personal Care,Institutional,337458.15,5240,180,1874.77,224234.43,113223.72,0.32,0
2024-01-23,Chennai,FMCG-Home Care,Modern Trade,380136.16,3047,89,4271.19,261462.68,118673.48,0.296,0
2024-01-23,Chennai,FMCG-Health,General Trade,184400.49,1717,37,4983.8,131228.47,53172.02,0.289,0
2024-01-23,Kolkata,FMCG-Food,Export,234256.65,1500,51,4593.27,176226.49,58030.15,0.247,0
2024-01-23,Kolkata,FMCG-Beverage,E-Commerce,212954.72,4697,180,1183.08,147992.68,64962.05,0.275,0
2024-01-23,Kolkata,FMCG-Personal Care,General Trade,312717.06,1889,52,6013.79,235379.33,77337.73,0.216,0
2024-01-23,Kolkata,FMCG-Home Care,Export,271696.8,3296,235,1156.16,196150.71,75546.09,0.288,0
2024-01-23,Kolkata,FMCG-Health,Modern Trade,279827.37,2156,53,5279.76,195745.91,84081.46,0.318,0
2024-01-23,Hyderabad,FMCG-Food,E-Commerce,237900.7,1925,101,2355.45,174005.57,63895.13,0.272,0
2024-01-23,Hyderabad,FMCG-Beverage,E-Commerce,301230.66,3212,64,4706.73,217816.71,83413.95,0.295,0
2024-01-23,Hyderabad,FMCG-Personal Care,General Trade,172192.54,2419,48,3587.34,109987.89,62204.65,0.343,0
2024-01-23,Hyderabad,FMCG-Home Care,E-Commerce,276268.68,3150,108,2558.04,194283.22,81985.46,0.282,0
2024-01-23,Hyderabad,FMCG-Health,General Trade,310915.25,1991,199,1562.39,224497.22,86418.02,0.258,0
2024-01-23,Pune,FMCG-Food,General Trade,255990.27,1524,95,2694.63,167886.86,88103.41,0.346,0
2024-01-23,Pune,FMCG-Beverage,Export,181209.8,1417,32,5662.81,113062.93,68146.88,0.363,0
2024-01-23,Pune,FMCG-Personal Care,General Trade,302385.19,1792,105,2879.86,219221.9,83163.3,0.284,0
2024-01-23,Pune,FMCG-Home Care,Export,311596.74,2006,41,7599.92,211324.54,100272.2,0.35,0
2024-01-23,Pune,FMCG-Health,General Trade,306336.96,1976,82,3735.82,198913.62,107423.34,0.351,0
2024-01-23,Ahmedabad,FMCG-Food,Institutional,329043.87,5258,350,940.13,199859.75,129184.12,0.397,0
2024-01-23,Ahmedabad,FMCG-Beverage,General Trade,300522.14,2041,170,1767.78,223031.38,77490.76,0.264,0
2024-01-23,Ahmedabad,FMCG-Personal Care,Modern Trade,158099.84,2589,99,1596.97,117632.85,40466.98,0.263,0
2024-01-23,Ahmedabad,FMCG-Home Care,Export,143714.77,849,36,3992.08,103143.11,40571.66,0.284,0
2024-01-23,Ahmedabad,FMCG-Health,Export,319147.01,2004,74,4312.8,196691.64,122455.37,0.38,0
2024-01-24,Mumbai,FMCG-Food,Modern Trade,288152.39,3711,80,3601.9,176123.65,112028.74,0.351,0
2024-01-24,Mumbai,FMCG-Beverage,General Trade,76269.13,1076,38,2007.08,150473.34,64824.42,0.303,1
2024-01-24,Mumbai,FMCG-Personal Care,Institutional,443621.94,6003,142,3124.1,306230.7,137391.24,0.289,0
2024-01-24,Mumbai,FMCG-Home Care,Institutional,326066.66,4697,146,2233.33,228660.74,97405.92,0.281,0
2024-01-24,Mumbai,FMCG-Health,Modern Trade,335517.88,3837,98,3423.65,229995.06,105522.82,0.323,0
2024-01-24,Delhi,FMCG-Food,E-Commerce,307041.67,2154,143,2147.14,209286.16,97755.51,0.354,0
2024-01-24,Delhi,FMCG-Beverage,General Trade,286862.12,2082,54,5312.26,188842.49,98019.63,0.36,0
2024-01-24,Delhi,FMCG-Personal Care,E-Commerce,359113.93,6601,165,2176.45,229302.77,129811.15,0.348,0
2024-01-24,Delhi,FMCG-Home Care,Modern Trade,263368.7,2529,168,1567.67,207332.24,56036.46,0.208,0
2024-01-24,Delhi,FMCG-Health,Modern Trade,233070.08,1371,68,3427.5,154206.42,78863.67,0.344,0
2024-01-24,Bangalore,FMCG-Food,Institutional,258469.03,2595,108,2393.23,160071.97,98397.05,0.397,0
2024-01-24,Bangalore,FMCG-Beverage,E-Commerce,368051.01,4496,128,2875.4,234076.34,133974.67,0.329,0
2024-01-24,Bangalore,FMCG-Personal Care,Modern Trade,317586.9,3842,98,3240.68,223633.5,93953.4,0.263,0
2024-01-24,Bangalore,FMCG-Home Care,Modern Trade,221517.81,4519,347,638.38,150690.08,70827.73,0.342,0
2024-01-24,Bangalore,FMCG-Health,Export,267256.57,2998,103,2594.72,155841.92,111414.65,0.4,0
2024-01-24,Chennai,FMCG-Food,General Trade,280895.27,2520,64,4388.99,207058.01,73837.25,0.259,0
2024-01-24,Chennai,FMCG-Beverage,Export,228404.79,1480,33,6921.36,155785.5,72619.29,0.334,0
2024-01-24,Chennai,FMCG-Personal Care,E-Commerce,190322.89,3115,81,2349.67,140445.47,49877.42,0.29,0
2024-01-24,Chennai,FMCG-Home Care,General Trade,343508.72,2563,88,3903.51,230300.88,113207.84,0.325,0
2024-01-24,Chennai,FMCG-Health,Export,241069.17,4033,98,2459.89,146025.85,95043.32,0.378,0
2024-01-24,Kolkata,FMCG-Food,E-Commerce,331189.19,2920,83,3990.23,231058.82,100130.37,0.335,0
2024-01-24,Kolkata,FMCG-Beverage,Modern Trade,240285.38,1357,45,5339.68,187754.88,52530.5,0.207,0
2024-01-24,Kolkata,FMCG-Personal Care,E-Commerce,166326.98,1145,104,1599.3,97629.76,68697.22,0.4,0
2024-01-24,Kolkata,FMCG-Home Care,General Trade,226483.96,4304,172,1316.77,151157.91,75326.05,0.341,0
2024-01-24,Kolkata,FMCG-Health,E-Commerce,202911.2,1250,73,2779.61,130480.2,72431.0,0.357,0
2024-01-24,Hyderabad,FMCG-Food,Institutional,211501.94,2072,49,4316.37,146056.37,65445.57,0.31,0
2024-01-24,Hyderabad,FMCG-Beverage,E-Commerce,216162.08,2251,66,3275.18,156425.97,59736.12,0.274,0
2024-01-24,Hyderabad,FMCG-Personal Care,E-Commerce,289321.93,3202,76,3806.87,216195.4,73126.53,0.245,0
2024-01-24,Hyderabad,FMCG-Home Care,Export,197770.17,1512,108,1831.21,126651.9,71118.27,0.392,0
2024-01-24,Hyderabad,FMCG-Health,Modern Trade,221937.55,1444,29,7653.02,140526.99,81410.56,0.361,0
2024-01-24,Pune,FMCG-Food,Institutional,316106.33,2602,60,5268.44,220933.22,95173.11,0.294,0
2024-01-24,Pune,FMCG-Beverage,Institutional,262665.76,2321,80,3283.32,170847.39,91818.37,0.357,0
2024-01-24,Pune,FMCG-Personal Care,General Trade,285869.96,2495,55,5197.64,183901.33,101968.64,0.366,0
2024-01-24,Pune,FMCG-Home Care,E-Commerce,290892.1,2588,66,4407.46,206343.5,84548.59,0.268,0
2024-01-24,Pune,FMCG-Health,Modern Trade,311307.11,3006,65,4789.34,214606.11,96701.0,0.313,0
2024-01-24,Ahmedabad,FMCG-Food,Institutional,280740.17,2041,70,4010.57,183603.42,97136.75,0.391,0
2024-01-24,Ahmedabad,FMCG-Beverage,E-Commerce,236336.13,1484,54,4376.6,179175.65,57160.48,0.252,0
2024-01-24,Ahmedabad,FMCG-Personal Care,Modern Trade,231570.53,3838,174,1330.87,146202.93,85367.6,0.358,0
2024-01-24,Ahmedabad,FMCG-Home Care,General Trade,180784.79,1740,145,1246.79,135808.8,44975.99,0.236,0
2024-01-24,Ahmedabad,FMCG-Health,Modern Trade,173863.07,1298,61,2850.21,105387.17,68475.89,0.384,0
2024-01-25,Mumbai,FMCG-Food,E-Commerce,382529.53,6790,141,2712.98,259939.07,122590.46,0.335,0
2024-01-25,Mumbai,FMCG-Beverage,Institutional,392068.23,2931,195,2010.61,300567.63,91500.6,0.238,0
2024-01-25,Mumbai,FMCG-Personal Care,Export,523532.06,3631,213,2457.9,381963.36,141568.71,0.252,0
2024-01-25,Mumbai,FMCG-Home Care,General Trade,299131.56,2670,178,1680.51,209209.07,89922.49,0.295,0
2024-01-25,Mumbai,FMCG-Health,Institutional,389501.68,2695,107,3640.2,288180.64,101321.04,0.299,0
2024-01-25,Delhi,FMCG-Food,Modern Trade,222561.77,2222,47,4735.36,133521.69,89040.08,0.4,0
2024-01-25,Delhi,FMCG-Beverage,E-Commerce,304517.54,2979,119,2558.97,199820.77,104696.77,0.342,0
2024-01-25,Delhi,FMCG-Personal Care,Export,503404.7,3229,293,1718.1,389768.23,113636.47,0.196,0
2024-01-25,Delhi,FMCG-Home Care,E-Commerce,204188.81,1209,48,4253.93,149626.38,54562.43,0.277,0
2024-01-25,Delhi,FMCG-Health,Export,361051.09,2334,137,2635.41,231955.97,129095.12,0.36,0
2024-01-25,Bangalore,FMCG-Food,E-Commerce,388685.56,3964,152,2557.14,294470.47,94215.09,0.235,0
2024-01-25,Bangalore,FMCG-Beverage,E-Commerce,201366.81,1219,32,6292.71,151079.2,50287.61,0.243,0
2024-01-25,Bangalore,FMCG-Personal Care,Institutional,401281.83,2477,60,6688.03,296352.89,104928.94,0.254,0
2024-01-25,Bangalore,FMCG-Home Care,General Trade,359360.3,2126,132,2722.43,277449.3,81911.0,0.227,0
2024-01-25,Bangalore,FMCG-Health,Institutional,370425.73,2392,79,4688.93,253308.32,117117.41,0.315,0
2024-01-25,Chennai,FMCG-Food,Modern Trade,278304.86,2654,147,1893.23,205253.97,73050.9,0.288,0
2024-01-25,Chennai,FMCG-Beverage,General Trade,239499.1,3612,84,2851.18,169910.77,69588.33,0.277,0
2024-01-25,Chennai,FMCG-Personal Care,E-Commerce,341281.13,3114,173,1972.72,246237.13,95043.99,0.306,0
2024-01-25,Chennai,FMCG-Home Care,General Trade,171822.86,3046,92,1867.64,120625.54,51197.32,0.361,0
2024-01-25,Chennai,FMCG-Health,Export,278278.84,5821,529,526.05,182756.07,95522.77,0.348,0
2024-01-25,Kolkata,FMCG-Food,Modern Trade,297946.05,4151,207,1439.35,211271.08,86674.96,0.297,0
2024-01-25,Kolkata,FMCG-Beverage,Modern Trade,256830.37,2712,58,4428.11,171452.17,85378.19,0.345,0
2024-01-25,Kolkata,FMCG-Personal Care,Modern Trade,170948.43,1091,26,6574.94,117599.85,53348.57,0.314,0
2024-01-25,Kolkata,FMCG-Home Care,Institutional,205439.16,2538,61,3367.86,127405.25,78033.9,0.377,0
2024-01-25,Kolkata,FMCG-Health,Institutional,185598.88,2230,101,1837.61,140559.77,45039.11,0.265,0
2024-01-25,Hyderabad,FMCG-Food,General Trade,214712.43,2796,73,2941.27,159728.3,54984.13,0.197,0
2024-01-25,Hyderabad,FMCG-Beverage,Institutional,259622.32,4122,137,1895.05,187238.6,72383.72,0.283,0
2024-01-25,Hyderabad,FMCG-Personal Care,Export,316093.53,3971,248,1274.57,229894.99,86198.53,0.265,0
2024-01-25,Hyderabad,FMCG-Home Care,Modern Trade,194208.25,1081,22,8827.65,125730.64,68477.61,0.372,0
2024-01-25,Hyderabad,FMCG-Health,Export,156131.28,1151,63,2478.27,106708.52,49422.76,0.325,0
2024-01-25,Pune,FMCG-Food,General Trade,148844.28,1639,42,3543.91,91564.26,57280.02,0.357,0
2024-01-25,Pune,FMCG-Beverage,Institutional,162700.25,1863,103,1579.61,118226.73,44473.52,0.291,0
2024-01-25,Pune,FMCG-Personal Care,Export,356047.86,4279,164,2171.02,268035.98,88011.88,0.257,0
2024-01-25,Pune,FMCG-Home Care,General Trade,340928.36,5067,123,2771.78,263234.38,77693.98,0.238,0
2024-01-25,Pune,FMCG-Health,General Trade,252688.56,3584,275,918.87,194898.45,57790.1,0.237,0
2024-01-25,Ahmedabad,FMCG-Food,Modern Trade,192422.65,3171,77,2499.0,130126.2,62296.45,0.339,0
2024-01-25,Ahmedabad,FMCG-Beverage,Modern Trade,252879.69,4201,221,1144.25,198548.97,54330.72,0.229,0
2024-01-25,Ahmedabad,FMCG-Personal Care,Export,219094.9,1498,55,3983.54,135901.08,83193.82,0.4,0
2024-01-25,Ahmedabad,FMCG-Home Care,General Trade,317330.65,2735,59,5378.49,222287.66,95042.99,0.282,0
2024-01-25,Ahmedabad,FMCG-Health,E-Commerce,223103.07,1353,123,1813.85,132441.89,90661.18,0.391,0
2024-01-26,Mumbai,FMCG-Food,General Trade,412943.24,2381,79,5227.13,297498.47,115444.78,0.277,0
2024-01-26,Mumbai,FMCG-Beverage,Export,222482.56,1713,63,3531.47,149986.39,72496.17,0.32,0
2024-01-26,Mumbai,FMCG-Personal Care,General Trade,364362.23,3431,74,4923.81,235625.64,128736.59,0.358,0
2024-01-26,Mumbai,FMCG-Home Care,Export,293225.94,5585,398,736.75,172335.71,120890.23,0.396,0
2024-01-26,Mumbai,FMCG-Health,Modern Trade,546419.8,3117,89,6139.55,359321.34,187098.46,0.361,0
2024-01-26,Delhi,FMCG-Food,Modern Trade,196894.06,1487,78,2524.28,122315.86,74578.2,0.364,0
2024-01-26,Delhi,FMCG-Beverage,General Trade,288566.25,1727,35,8244.75,215192.82,73373.43,0.235,0
2024-01-26,Delhi,FMCG-Personal Care,Institutional,346808.65,3298,97,3575.35,207281.78,139526.87,0.398,0
2024-01-26,Delhi,FMCG-Home Care,Institutional,292348.89,3086,146,2002.39,205688.37,86660.53,0.256,0
2024-01-26,Delhi,FMCG-Health,Institutional,425468.01,3121,164,2594.32,254012.47,171455.54,0.378,0
2024-01-26,Bangalore,FMCG-Food,E-Commerce,346249.23,6217,155,2233.87,247020.2,99229.03,0.292,0
2024-01-26,Bangalore,FMCG-Beverage,Export,268824.77,2325,83,3238.85,162460.44,106364.32,0.369,0
2024-01-26,Bangalore,FMCG-Personal Care,Institutional,163230.57,1594,99,1648.79,96889.07,66341.5,0.4,0
2024-01-26,Bangalore,FMCG-Home Care,Modern Trade,435461.59,7770,185,2353.85,303464.66,131996.93,0.328,0
2024-01-26,Bangalore,FMCG-Health,Institutional,236990.57,2417,161,1471.99,169787.5,67203.07,0.274,0
2024-01-26,Chennai,FMCG-Food,E-Commerce,446906.92,3298,67,6670.25,286023.1,160883.82,0.341,0
2024-01-26,Chennai,FMCG-Beverage,E-Commerce,292362.27,5262,109,2682.22,225207.68,67154.59,0.24,0
2024-01-26,Chennai,FMCG-Personal Care,Institutional,854219.78,12528,313,2729.14,272303.26,181664.55,0.4,1
2024-01-26,Chennai,FMCG-Home Care,Export,383753.09,3466,70,5482.19,291630.82,92122.27,0.23,0
2024-01-26,Chennai,FMCG-Health,General Trade,286048.23,3331,185,1546.21,205668.29,80379.94,0.246,0
2024-01-26,Kolkata,FMCG-Food,Institutional,177707.87,1104,48,3702.25,106802.72,70905.15,0.391,0
2024-01-26,Kolkata,FMCG-Beverage,Modern Trade,330078.02,2176,98,3368.14,235657.67,94420.35,0.289,0
2024-01-26,Kolkata,FMCG-Personal Care,Institutional,241840.44,3586,188,1286.39,163198.61,78641.83,0.348,0
2024-01-26,Kolkata,FMCG-Home Care,Institutional,422183.82,5848,127,3324.28,285612.73,136571.09,0.323,0
2024-01-26,Kolkata,FMCG-Health,Export,192115.9,1083,26,7389.07,111264.62,80851.29,0.4,0
2024-01-26,Hyderabad,FMCG-Food,Export,363500.87,3285,69,5268.13,252234.69,111266.18,0.289,0
2024-01-26,Hyderabad,FMCG-Beverage,Institutional,404515.2,7604,691,585.41,310491.86,94023.35,0.226,0
2024-01-26,Hyderabad,FMCG-Personal Care,Institutional,299883.81,1817,106,2829.09,208024.51,91859.3,0.29,0
2024-01-26,Hyderabad,FMCG-Home Care,Institutional,334547.14,5009,227,1473.78,238598.27,95948.87,0.304,0
2024-01-26,Hyderabad,FMCG-Health,Institutional,282967.35,3116,64,4421.36,177205.94,105761.41,0.378,0
2024-01-26,Pune,FMCG-Food,Institutional,220791.6,1402,42,5256.94,141110.72,79680.87,0.358,0
2024-01-26,Pune,FMCG-Beverage,General Trade,374929.52,2565,64,5858.27,283016.14,91913.38,0.243,0
2024-01-26,Pune,FMCG-Personal Care,E-Commerce,221202.38,1283,31,7135.56,135005.55,86196.82,0.378,0
2024-01-26,Pune,FMCG-Home Care,General Trade,185942.78,2318,115,1616.89,129125.06,56817.71,0.303,0
2024-01-26,Pune,FMCG-Health,General Trade,412321.36,3997,81,5090.39,315564.41,96756.95,0.253,0
2024-01-26,Ahmedabad,FMCG-Food,Export,209037.09,2248,187,1117.85,130556.22,78480.87,0.4,0
2024-01-26,Ahmedabad,FMCG-Beverage,Institutional,228376.65,1686,129,1770.36,139137.89,89238.76,0.395,0
2024-01-26,Ahmedabad,FMCG-Personal Care,Modern Trade,328164.51,2180,44,7458.28,255855.39,72309.12,0.214,0
2024-01-26,Ahmedabad,FMCG-Home Care,General Trade,367987.1,2263,68,5411.58,215755.84,152231.27,0.4,0
2024-01-26,Ahmedabad,FMCG-Health,E-Commerce,325804.13,2004,105,3102.9,236603.62,89200.51,0.265,0
2024-01-27,Mumbai,FMCG-Food,General Trade,330797.57,3271,327,1011.61,200606.31,130191.27,0.4,0
2024-01-27,Mumbai,FMCG-Beverage,E-Commerce,427506.98,5283,146,2928.13,289409.1,138097.88,0.277,0
2024-01-27,Mumbai,FMCG-Personal Care,Institutional,402172.79,2658,147,2735.87,252984.69,149188.1,0.347,0
2024-01-27,Mumbai,FMCG-Home Care,Modern Trade,340392.88,2235,67,5080.49,225835.34,114557.54,0.334,0
2024-01-27,Mumbai,FMCG-Health,E-Commerce,350524.47,6444,207,1693.35,259118.87,91405.6,0.29,0
2024-01-27,Delhi,FMCG-Food,Export,346549.52,6929,364,952.06,256342.07,90207.44,0.266,0
2024-01-27,Delhi,FMCG-Beverage,Institutional,248681.82,2159,77,3229.63,176598.31,72083.51,0.267,0
2024-01-27,Delhi,FMCG-Personal Care,Modern Trade,365907.85,2518,78,4691.13,263630.32,102277.52,0.278,0
2024-01-27,Delhi,FMCG-Home Care,Export,487261.73,4895,212,2298.4,373507.45,113754.28,0.212,0
2024-01-27,Delhi,FMCG-Health,General Trade,352933.94,2282,65,5429.75,249637.01,103296.93,0.309,0
2024-01-27,Bangalore,FMCG-Food,Export,453270.9,3190,177,2560.85,269786.38,183484.52,0.387,0
2024-01-27,Bangalore,FMCG-Beverage,General Trade,437257.56,3789,75,5830.1,278587.66,158669.9,0.385,0
2024-01-27,Bangalore,FMCG-Personal Care,Institutional,188806.7,1199,41,4605.04,144336.5,44470.2,0.268,0
2024-01-27,Bangalore,FMCG-Home Care,Modern Trade,434849.6,3354,104,4181.25,261211.02,173638.58,0.4,0
2024-01-27,Bangalore,FMCG-Health,E-Commerce,209562.32,1450,37,5663.85,149669.85,59892.47,0.298,0
2024-01-27,Chennai,FMCG-Food,Export,427738.77,2580,51,8387.03,319363.19,108375.58,0.25,0
2024-01-27,Chennai,FMCG-Beverage,General Trade,412822.56,2662,57,7242.5,258677.07,154145.48,0.353,0
2024-01-27,Chennai,FMCG-Personal Care,Institutional,400286.45,3238,98,4084.56,274848.68,125437.77,0.303,0
2024-01-27,Chennai,FMCG-Home Care,Institutional,214829.75,4023,223,963.36,156169.3,58660.45,0.253,0
2024-01-27,Chennai,FMCG-Health,E-Commerce,197936.26,1643,46,4302.96,117553.41,80382.85,0.4,0
2024-01-27,Kolkata,FMCG-Food,General Trade,392117.14,2267,62,6324.47,278856.79,113260.35,0.305,0
2024-01-27,Kolkata,FMCG-Beverage,Modern Trade,219964.84,1569,36,6110.13,132901.89,87062.96,0.391,0
2024-01-27,Kolkata,FMCG-Personal Care,Export,356455.97,2958,174,2048.6,239945.05,116510.91,0.338,0
2024-01-27,Kolkata,FMCG-Home Care,E-Commerce,357413.7,3092,181,1974.66,214687.9,142725.8,0.4,0
2024-01-27,Kolkata,FMCG-Health,Institutional,274731.47,4273,90,3052.57,180261.36,94470.11,0.358,0
2024-01-27,Hyderabad,FMCG-Food,Modern Trade,209450.76,1346,32,6545.34,160291.22,49159.53,0.235,0
2024-01-27,Hyderabad,FMCG-Beverage,Institutional,232917.24,1903,41,5680.91,151563.04,81354.2,0.361,0
2024-01-27,Hyderabad,FMCG-Personal Care,Export,406287.19,3204,178,2282.51,301295.82,104991.37,0.247,0
2024-01-27,Hyderabad,FMCG-Home Care,Export,354147.11,2472,164,2159.43,261166.69,92980.42,0.294,0
2024-01-27,Hyderabad,FMCG-Health,E-Commerce,322862.97,2735,71,4547.37,214226.67,108636.3,0.307,0
2024-01-27,Pune,FMCG-Food,Export,331798.51,2175,75,4423.98,251951.29,79847.23,0.242,0
2024-01-27,Pune,FMCG-Beverage,Export,331843.3,2808,216,1536.31,236512.01,95331.29,0.292,0
2024-01-27,Pune,FMCG-Personal Care,General Trade,293025.99,2188,49,5980.12,215408.47,77617.51,0.295,0
2024-01-27,Pune,FMCG-Home Care,Institutional,350273.92,2213,47,7452.64,222508.75,127765.17,0.348,0
2024-01-27,Pune,FMCG-Health,E-Commerce,194190.96,1743,158,1229.06,133903.25,60287.71,0.278,0
2024-01-27,Ahmedabad,FMCG-Food,Modern Trade,260828.78,3271,192,1358.48,173356.37,87472.41,0.369,0
2024-01-27,Ahmedabad,FMCG-Beverage,General Trade,288379.9,4381,121,2383.3,183820.23,104559.67,0.367,0
2024-01-27,Ahmedabad,FMCG-Personal Care,E-Commerce,162107.74,1901,118,1373.79,126336.38,35771.36,0.208,0
2024-01-27,Ahmedabad,FMCG-Home Care,General Trade,192932.48,1159,89,2167.78,147599.58,45332.9,0.229,0
2024-01-27,Ahmedabad,FMCG-Health,E-Commerce,243171.34,2150,126,1929.93,170918.07,72253.26,0.308,0
2024-01-28,Mumbai,FMCG-Food,Modern Trade,225243.99,2252,93,2421.98,152065.13,73178.86,0.33,0
2024-01-28,Mumbai,FMCG-Beverage,E-Commerce,323212.05,2696,149,2169.21,252050.35,71161.7,0.243,0
2024-01-28,Mumbai,FMCG-Personal Care,E-Commerce,452873.62,3005,158,2866.29,303948.97,148924.65,0.309,0
2024-01-28,Mumbai,FMCG-Home Care,Institutional,368028.74,2105,46,8000.62,225535.21,142493.53,0.362,0
2024-01-28,Mumbai,FMCG-Health,Modern Trade,236959.85,1779,88,2692.73,177282.74,59677.11,0.261,0
2024-01-28,Delhi,FMCG-Food,General Trade,256349.8,1873,58,4419.82,197666.27,58683.53,0.227,0
2024-01-28,Delhi,FMCG-Beverage,Modern Trade,381516.89,3152,108,3532.56,261212.78,120304.12,0.318,0
2024-01-28,Delhi,FMCG-Personal Care,General Trade,313421.33,3788,102,3072.76,189094.98,124326.36,0.4,0
2024-01-28,Delhi,FMCG-Home Care,Institutional,347640.4,3809,146,2381.1,270658.08,76982.32,0.225,0
2024-01-28,Delhi,FMCG-Health,Modern Trade,348564.93,1997,64,5446.33,249774.02,98790.91,0.284,0
2024-01-28,Bangalore,FMCG-Food,General Trade,442110.26,9700,970,455.78,267734.2,174376.06,0.387,0
2024-01-28,Bangalore,FMCG-Beverage,Export,309281.06,2628,187,1653.91,236756.61,72524.46,0.262,0
2024-01-28,Bangalore,FMCG-Personal Care,Export,173410.13,1871,55,3152.91,130445.62,42964.51,0.278,0
2024-01-28,Bangalore,FMCG-Home Care,E-Commerce,264866.35,5740,147,1801.81,162815.78,102050.57,0.38,0
2024-01-28,Bangalore,FMCG-Health,General Trade,439310.62,5295,165,2662.49,294716.5,144594.12,0.341,0
2024-01-28,Chennai,FMCG-Food,E-Commerce,189048.78,2467,60,3150.81,133529.5,55519.28,0.303,0
2024-01-28,Chennai,FMCG-Beverage,Institutional,235921.95,5132,102,2312.96,160661.89,75260.06,0.292,0
2024-01-28,Chennai,FMCG-Personal Care,Export,225547.71,3169,68,3316.88,143390.38,82157.34,0.351,0
2024-01-28,Chennai,FMCG-Home Care,General Trade,350948.27,4384,95,3694.19,207489.65,143458.62,0.4,0
2024-01-28,Chennai,FMCG-Health,Export,399296.68,8297,188,2123.92,291713.68,107583.0,0.279,0
2024-01-28,Kolkata,FMCG-Food,E-Commerce,282710.62,2149,165,1713.4,196519.04,86191.58,0.301,0
2024-01-28,Kolkata,FMCG-Beverage,Export,308070.16,2852,86,3582.21,242288.67,65781.49,0.188,0
2024-01-28,Kolkata,FMCG-Personal Care,E-Commerce,343275.4,3375,88,3900.86,261952.95,81322.45,0.246,0
2024-01-28,Kolkata,FMCG-Home Care,Institutional,208104.22,4297,179,1162.59,128684.93,79419.29,0.389,0
2024-01-28,Kolkata,FMCG-Health,Modern Trade,410140.69,7668,153,2680.66,315836.63,94304.06,0.23,0
2024-01-28,Hyderabad,FMCG-Food,General Trade,177372.83,1035,39,4548.02,118522.17,58850.66,0.344,0
2024-01-28,Hyderabad,FMCG-Beverage,Modern Trade,232691.33,2584,103,2259.14,146026.71,86664.62,0.363,0
2024-01-28,Hyderabad,FMCG-Personal Care,Modern Trade,372039.53,3020,201,1850.94,263258.51,108781.02,0.298,0
2024-01-28,Hyderabad,FMCG-Home Care,Institutional,407538.23,2705,208,1959.32,267651.94,139886.28,0.342,0
2024-01-28,Hyderabad,FMCG-Health,E-Commerce,238159.7,4533,348,684.37,168082.42,70077.27,0.289,0
2024-01-28,Pune,FMCG-Food,Modern Trade,364583.37,2254,46,7925.73,241300.76,123282.61,0.325,0
2024-01-28,Pune,FMCG-Beverage,Institutional,299128.32,5098,463,646.07,201906.8,97221.52,0.321,0
2024-01-28,Pune,FMCG-Personal Care,General Trade,281844.07,1994,42,6710.57,197556.01,84288.06,0.325,0
2024-01-28,Pune,FMCG-Home Care,Institutional,432192.76,3929,80,5402.41,261025.47,171167.29,0.384,0
2024-01-28,Pune,FMCG-Health,E-Commerce,186781.09,1507,35,5336.6,113266.16,73514.93,0.4,0
2024-01-28,Ahmedabad,FMCG-Food,E-Commerce,223553.44,2579,83,2693.41,170659.94,52893.5,0.252,0
2024-01-28,Ahmedabad,FMCG-Beverage,Export,210053.44,3982,94,2234.61,121662.36,88391.08,0.4,0
2024-01-28,Ahmedabad,FMCG-Personal Care,E-Commerce,323792.0,1931,137,2363.45,215688.49,108103.52,0.348,0
2024-01-28,Ahmedabad,FMCG-Home Care,Export,209593.23,1513,32,6549.79,141978.93,67614.3,0.304,0
2024-01-28,Ahmedabad,FMCG-Health,Institutional,369358.56,3473,289,1278.06,261092.79,108265.77,0.307,0
